OID_,Value,Count,Red,Green,Blue,Opacity,1992_Code,1992_Class,2001_Code,2001_Class,Class_Name,1992_Color,1992_Col_1,1992_Col_2,2001_Color,2001_Col_1,2001_Col_2,Change_Red,Change_Gre,Change_Blu,Bivariate_
,205,0.000000000000000,193,204,56,255,9,Deciduous Forest,5,Developed Open Space,Deciduous Forest to Developed Open Space,0.000000000000000,0.949019607843000,0.000000000000000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000,905
,206,0.000000000000000,84,33,0,255,9,Deciduous Forest,6,Cultivated,Deciduous Forest to Cultivated,0.000000000000000,0.949019607843000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000,906
,207,0.000000000000000,193,160,79,255,9,Deciduous Forest,7,Pasture/Hay,Deciduous Forest to Pasture/Hay,0.000000000000000,0.949019607843000,0.000000000000000,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.627450980392000,0.309803921569000,907
,208,0.000000000000000,242,186,135,255,9,Deciduous Forest,8,Grassland,Deciduous Forest to Grassland,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.729411764706000,0.529411764706000,908
,209,0.000000000000000,193,216,221,255,9,Deciduous Forest,9,Deciduous Forest,Deciduous Forest to Deciduous Forest,0.000000000000000,0.949019607843000,0.000000000000000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000,909
,210,0.000000000000000,0,58,0,255,9,Deciduous Forest,10,Evergreen Forest,Deciduous Forest to Evergreen Forest,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000,910
,211,0.000000000000000,7,160,58,255,9,Deciduous Forest,11,Mixed Forest,Deciduous Forest to Mixed Forest,0.000000000000000,0.949019607843000,0.000000000000000,0.027450980392200,0.627450980392000,0.227450980392000,0.027450980392200,0.627450980392000,0.227450980392000,911
,212,0.000000000000000,109,109,0,255,9,Deciduous Forest,12,Scrub/Shrub,Deciduous Forest to Scrub/Shrub,0.000000000000000,0.949019607843000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,912
,213,0.000000000000000,0,91,91,255,9,Deciduous Forest,13,Palustrine Forested Wetland,Deciduous Forest to Palustrine Forested Wetland,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000,913
,214,0.000000000000000,242,109,0,255,9,Deciduous Forest,14,Palustrine Scrub/Shrub Wetland,Deciduous Forest to Palustrine Scrub/Shrub Wetland,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000,914
,215,0.000000000000000,242,0,242,255,9,Deciduous Forest,15,Palustrine Emergent Wetland,Deciduous Forest to Palustrine Emergent Wetland,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,915
,216,0.000000000000000,61,0,61,255,9,Deciduous Forest,16,Estuarine Forested Wetland,Deciduous Forest to Estuarine Forested Wetland,0.000000000000000,0.949019607843000,0.000000000000000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000,916
,217,0.000000000000000,109,0,109,255,9,Deciduous Forest,17,Estuarine Scrub/Shrub Wetland,Deciduous Forest to Estuarine Scrub/Shrub Wetland,0.000000000000000,0.949019607843000,0.000000000000000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,917
,218,0.000000000000000,175,0,175,255,9,Deciduous Forest,18,Estuarine Emergent Wetland,Deciduous Forest to Estuarine Emergent Wetland,0.000000000000000,0.949019607843000,0.000000000000000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000,918
,219,0.000000000000000,0,242,242,255,9,Deciduous Forest,19,Unconsolidated Shore,Deciduous Forest to Unconsolidated Shore,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,919
,220,0.000000000000000,242,242,0,255,9,Deciduous Forest,20,Bare Land,Deciduous Forest to Bare Land,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,920
,221,0.000000000000000,0,0,119,255,9,Deciduous Forest,21,Water,Deciduous Forest to Water,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000,921
,222,0.000000000000000,0,0,242,255,9,Deciduous Forest,22,Palustrine Aquatic Bed,Deciduous Forest to Palustrine Aquatic Bed,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,922
,223,0.000000000000000,102,117,219,255,9,Deciduous Forest,23,Estuarine Aquatic Bed,Deciduous Forest to Estuarine Aquatic Bed,0.000000000000000,0.949019607843000,0.000000000000000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000,923
,224,0.000000000000000,249,209,0,255,9,Deciduous Forest,24,Tundra,Deciduous Forest to Tundra,0.000000000000000,0.949019607843000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000,924
,225,0.000000000000000,170,249,239,255,9,Deciduous Forest,25,Snow/Ice,Deciduous Forest to Snow/Ice,0.000000000000000,0.949019607843000,0.000000000000000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000,925
,226,0.000000000000000,0,0,0,255,10,Evergreen Forest,1,Unclassified,Evergreen Forest to Unclassified,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1001
,227,150.000000000000000,242,242,242,255,10,Evergreen Forest,2,High Intensity Developed,Evergreen Forest to High Intensity Developed,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,1002
,228,390.000000000000000,168,153,168,255,10,Evergreen Forest,3,Medium Intensity Developed,Evergreen Forest to Medium Intensity Developed,0.000000000000000,0.227450980392000,0.000000000000000,0.658823529412000,0.600000000000000,0.658823529412000,0.658823529412000,0.600000000000000,0.658823529412000,1003
,229,492.000000000000000,142,117,124,255,10,Evergreen Forest,4,Low Intensity Developed,Evergreen Forest to Low Intensity Developed,0.000000000000000,0.227450980392000,0.000000000000000,0.556862745098000,0.458823529412000,0.486274509804000,0.556862745098000,0.458823529412000,0.486274509804000,1004
,230,305.000000000000000,193,204,56,255,10,Evergreen Forest,5,Developed Open Space,Evergreen Forest to Developed Open Space,0.000000000000000,0.227450980392000,0.000000000000000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000,1005
,231,17.000000000000000,84,33,0,255,10,Evergreen Forest,6,Cultivated,Evergreen Forest to Cultivated,0.000000000000000,0.227450980392000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000,1006
,232,0.000000000000000,193,160,79,255,10,Evergreen Forest,7,Pasture/Hay,Evergreen Forest to Pasture/Hay,0.000000000000000,0.227450980392000,0.000000000000000,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.627450980392000,0.309803921569000,1007
,233,142.000000000000000,242,186,135,255,10,Evergreen Forest,8,Grassland,Evergreen Forest to Grassland,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.729411764706000,0.529411764706000,1008
,234,0.000000000000000,0,242,0,255,10,Evergreen Forest,9,Deciduous Forest,Evergreen Forest to Deciduous Forest,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,1009
,235,788078.000000000000000,193,216,221,255,10,Evergreen Forest,10,Evergreen Forest,Evergreen Forest to Evergreen Forest,0.000000000000000,0.227450980392000,0.000000000000000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000,1010
,236,0.000000000000000,7,160,58,255,10,Evergreen Forest,11,Mixed Forest,Evergreen Forest to Mixed Forest,0.000000000000000,0.227450980392000,0.000000000000000,0.027450980392200,0.627450980392000,0.227450980392000,0.027450980392200,0.627450980392000,0.227450980392000,1011
,237,523.000000000000000,109,109,0,255,10,Evergreen Forest,12,Scrub/Shrub,Evergreen Forest to Scrub/Shrub,0.000000000000000,0.227450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,1012
,238,0.000000000000000,0,91,91,255,10,Evergreen Forest,13,Palustrine Forested Wetland,Evergreen Forest to Palustrine Forested Wetland,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000,1013
,239,0.000000000000000,242,109,0,255,10,Evergreen Forest,14,Palustrine Scrub/Shrub Wetland,Evergreen Forest to Palustrine Scrub/Shrub Wetland,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000,1014
,240,11.000000000000000,242,0,242,255,10,Evergreen Forest,15,Palustrine Emergent Wetland,Evergreen Forest to Palustrine Emergent Wetland,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,1015
,241,0.000000000000000,61,0,61,255,10,Evergreen Forest,16,Estuarine Forested Wetland,Evergreen Forest to Estuarine Forested Wetland,0.000000000000000,0.227450980392000,0.000000000000000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000,1016
,242,0.000000000000000,109,0,109,255,10,Evergreen Forest,17,Estuarine Scrub/Shrub Wetland,Evergreen Forest to Estuarine Scrub/Shrub Wetland,0.000000000000000,0.227450980392000,0.000000000000000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,1017
,243,0.000000000000000,175,0,175,255,10,Evergreen Forest,18,Estuarine Emergent Wetland,Evergreen Forest to Estuarine Emergent Wetland,0.000000000000000,0.227450980392000,0.000000000000000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000,1018
,244,27.000000000000000,0,242,242,255,10,Evergreen Forest,19,Unconsolidated Shore,Evergreen Forest to Unconsolidated Shore,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,1019
,245,157.000000000000000,242,242,0,255,10,Evergreen Forest,20,Bare Land,Evergreen Forest to Bare Land,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,1020
,246,35.000000000000000,0,0,119,255,10,Evergreen Forest,21,Water,Evergreen Forest to Water,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000,1021
,247,0.000000000000000,0,0,242,255,10,Evergreen Forest,22,Palustrine Aquatic Bed,Evergreen Forest to Palustrine Aquatic Bed,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,1022
,248,0.000000000000000,102,117,219,255,10,Evergreen Forest,23,Estuarine Aquatic Bed,Evergreen Forest to Estuarine Aquatic Bed,0.000000000000000,0.227450980392000,0.000000000000000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000,1023
,249,0.000000000000000,249,209,0,255,10,Evergreen Forest,24,Tundra,Evergreen Forest to Tundra,0.000000000000000,0.227450980392000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000,1024
,250,0.000000000000000,170,249,239,255,10,Evergreen Forest,25,Snow/Ice,Evergreen Forest to Snow/Ice,0.000000000000000,0.227450980392000,0.000000000000000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000,1025
,251,0.000000000000000,0,0,0,255,11,Mixed Forest,1,Unclassified,Mixed Forest to Unclassified,0.027450980392200,0.627450980392000,0.227450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1101
,252,0.000000000000000,242,242,242,255,11,Mixed Forest,2,High Intensity Developed,Mixed Forest to High Intensity Developed,0.027450980392200,0.627450980392000,0.227450980392000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,1102
,253,0.000000000000000,168,153,168,255,11,Mixed Forest,3,Medium Intensity Developed,Mixed Forest to Medium Intensity Developed,0.027450980392200,0.627450980392000,0.227450980392000,0.658823529412000,0.600000000000000,0.658823529412000,0.658823529412000,0.600000000000000,0.658823529412000,1103
,254,0.000000000000000,142,117,124,255,11,Mixed Forest,4,Low Intensity Developed,Mixed Forest to Low Intensity Developed,0.027450980392200,0.627450980392000,0.227450980392000,0.556862745098000,0.458823529412000,0.486274509804000,0.556862745098000,0.458823529412000,0.486274509804000,1104
,255,0.000000000000000,193,204,56,255,11,Mixed Forest,5,Developed Open Space,Mixed Forest to Developed Open Space,0.027450980392200,0.627450980392000,0.227450980392000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000,1105
,256,0.000000000000000,84,33,0,255,11,Mixed Forest,6,Cultivated,Mixed Forest to Cultivated,0.027450980392200,0.627450980392000,0.227450980392000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000,1106
,257,0.000000000000000,193,160,79,255,11,Mixed Forest,7,Pasture/Hay,Mixed Forest to Pasture/Hay,0.027450980392200,0.627450980392000,0.227450980392000,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.627450980392000,0.309803921569000,1107
,258,0.000000000000000,242,186,135,255,11,Mixed Forest,8,Grassland,Mixed Forest to Grassland,0.027450980392200,0.627450980392000,0.227450980392000,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.729411764706000,0.529411764706000,1108
,259,0.000000000000000,0,242,0,255,11,Mixed Forest,9,Deciduous Forest,Mixed Forest to Deciduous Forest,0.027450980392200,0.627450980392000,0.227450980392000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,1109
,260,0.000000000000000,0,58,0,255,11,Mixed Forest,10,Evergreen Forest,Mixed Forest to Evergreen Forest,0.027450980392200,0.627450980392000,0.227450980392000,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000,1110
,261,0.000000000000000,193,216,221,255,11,Mixed Forest,11,Mixed Forest,Mixed Forest to Mixed Forest,0.027450980392200,0.627450980392000,0.227450980392000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000,1111
,262,0.000000000000000,109,109,0,255,11,Mixed Forest,12,Scrub/Shrub,Mixed Forest to Scrub/Shrub,0.027450980392200,0.627450980392000,0.227450980392000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,1112
,263,0.000000000000000,0,91,91,255,11,Mixed Forest,13,Palustrine Forested Wetland,Mixed Forest to Palustrine Forested Wetland,0.027450980392200,0.627450980392000,0.227450980392000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000,1113
,264,0.000000000000000,242,109,0,255,11,Mixed Forest,14,Palustrine Scrub/Shrub Wetland,Mixed Forest to Palustrine Scrub/Shrub Wetland,0.027450980392200,0.627450980392000,0.227450980392000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000,1114
,265,0.000000000000000,242,0,242,255,11,Mixed Forest,15,Palustrine Emergent Wetland,Mixed Forest to Palustrine Emergent Wetland,0.027450980392200,0.627450980392000,0.227450980392000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,1115
,266,0.000000000000000,61,0,61,255,11,Mixed Forest,16,Estuarine Forested Wetland,Mixed Forest to Estuarine Forested Wetland,0.027450980392200,0.627450980392000,0.227450980392000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000,1116
,267,0.000000000000000,109,0,109,255,11,Mixed Forest,17,Estuarine Scrub/Shrub Wetland,Mixed Forest to Estuarine Scrub/Shrub Wetland,0.027450980392200,0.627450980392000,0.227450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,1117
,268,0.000000000000000,175,0,175,255,11,Mixed Forest,18,Estuarine Emergent Wetland,Mixed Forest to Estuarine Emergent Wetland,0.027450980392200,0.627450980392000,0.227450980392000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000,1118
,269,0.000000000000000,0,242,242,255,11,Mixed Forest,19,Unconsolidated Shore,Mixed Forest to Unconsolidated Shore,0.027450980392200,0.627450980392000,0.227450980392000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,1119
,270,0.000000000000000,242,242,0,255,11,Mixed Forest,20,Bare Land,Mixed Forest to Bare Land,0.027450980392200,0.627450980392000,0.227450980392000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,1120
,271,0.000000000000000,0,0,119,255,11,Mixed Forest,21,Water,Mixed Forest to Water,0.027450980392200,0.627450980392000,0.227450980392000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000,1121
,272,0.000000000000000,0,0,242,255,11,Mixed Forest,22,Palustrine Aquatic Bed,Mixed Forest to Palustrine Aquatic Bed,0.027450980392200,0.627450980392000,0.227450980392000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,1122
,273,0.000000000000000,102,117,219,255,11,Mixed Forest,23,Estuarine Aquatic Bed,Mixed Forest to Estuarine Aquatic Bed,0.027450980392200,0.627450980392000,0.227450980392000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000,1123
,274,0.000000000000000,249,209,0,255,11,Mixed Forest,24,Tundra,Mixed Forest to Tundra,0.027450980392200,0.627450980392000,0.227450980392000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000,1124
,275,0.000000000000000,170,249,239,255,11,Mixed Forest,25,Snow/Ice,Mixed Forest to Snow/Ice,0.027450980392200,0.627450980392000,0.227450980392000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000,1125
,276,0.000000000000000,0,0,0,255,12,Scrub/Shrub,1,Unclassified,Scrub/Shrub to Unclassified,0.427450980392000,0.427450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1201
,277,282.000000000000000,242,242,242,255,12,Scrub/Shrub,2,High Intensity Developed,Scrub/Shrub to High Intensity Developed,0.427450980392000,0.427450980392000,0.000000000000000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,1202
,278,635.000000000000000,168,153,168,255,12,Scrub/Shrub,3,Medium Intensity Developed,Scrub/Shrub to Medium Intensity Developed,0.427450980392000,0.427450980392000,0.000000000000000,0.658823529412000,0.600000000000000,0.658823529412000,0.658823529412000,0.600000000000000,0.658823529412000,1203
,279,845.000000000000000,142,117,124,255,12,Scrub/Shrub,4,Low Intensity Developed,Scrub/Shrub to Low Intensity Developed,0.427450980392000,0.427450980392000,0.000000000000000,0.556862745098000,0.458823529412000,0.486274509804000,0.556862745098000,0.458823529412000,0.486274509804000,1204
,280,509.000000000000000,193,204,56,255,12,Scrub/Shrub,5,Developed Open Space,Scrub/Shrub to Developed Open Space,0.427450980392000,0.427450980392000,0.000000000000000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000,1205
,281,566.000000000000000,84,33,0,255,12,Scrub/Shrub,6,Cultivated,Scrub/Shrub to Cultivated,0.427450980392000,0.427450980392000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000,1206
,282,0.000000000000000,193,160,79,255,12,Scrub/Shrub,7,Pasture/Hay,Scrub/Shrub to Pasture/Hay,0.427450980392000,0.427450980392000,0.000000000000000,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.627450980392000,0.309803921569000,1207
,283,472.000000000000000,242,186,135,255,12,Scrub/Shrub,8,Grassland,Scrub/Shrub to Grassland,0.427450980392000,0.427450980392000,0.000000000000000,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.729411764706000,0.529411764706000,1208
,284,0.000000000000000,0,242,0,255,12,Scrub/Shrub,9,Deciduous Forest,Scrub/Shrub to Deciduous Forest,0.427450980392000,0.427450980392000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,1209
,285,2018.000000000000000,0,58,0,255,12,Scrub/Shrub,10,Evergreen Forest,Scrub/Shrub to Evergreen Forest,0.427450980392000,0.427450980392000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000,1210
,286,0.000000000000000,7,160,58,255,12,Scrub/Shrub,11,Mixed Forest,Scrub/Shrub to Mixed Forest,0.427450980392000,0.427450980392000,0.000000000000000,0.027450980392200,0.627450980392000,0.227450980392000,0.027450980392200,0.627450980392000,0.227450980392000,1211
,287,226394.000000000000000,193,216,221,255,12,Scrub/Shrub,12,Scrub/Shrub,Scrub/Shrub to Scrub/Shrub,0.427450980392000,0.427450980392000,0.000000000000000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000,1212
,288,4.000000000000000,0,91,91,255,12,Scrub/Shrub,13,Palustrine Forested Wetland,Scrub/Shrub to Palustrine Forested Wetland,0.427450980392000,0.427450980392000,0.000000000000000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000,1213
,289,0.000000000000000,242,109,0,255,12,Scrub/Shrub,14,Palustrine Scrub/Shrub Wetland,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,0.427450980392000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000,1214
,290,56.000000000000000,242,0,242,255,12,Scrub/Shrub,15,Palustrine Emergent Wetland,Scrub/Shrub to Palustrine Emergent Wetland,0.427450980392000,0.427450980392000,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,1215
,291,8.000000000000000,61,0,61,255,12,Scrub/Shrub,16,Estuarine Forested Wetland,Scrub/Shrub to Estuarine Forested Wetland,0.427450980392000,0.427450980392000,0.000000000000000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000,1216
,292,0.000000000000000,109,0,109,255,12,Scrub/Shrub,17,Estuarine Scrub/Shrub Wetland,Scrub/Shrub to Estuarine Scrub/Shrub Wetland,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,1217
,293,0.000000000000000,175,0,175,255,12,Scrub/Shrub,18,Estuarine Emergent Wetland,Scrub/Shrub to Estuarine Emergent Wetland,0.427450980392000,0.427450980392000,0.000000000000000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000,1218
,294,0.000000000000000,0,242,242,255,12,Scrub/Shrub,19,Unconsolidated Shore,Scrub/Shrub to Unconsolidated Shore,0.427450980392000,0.427450980392000,0.000000000000000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,1219
,295,100.000000000000000,242,242,0,255,12,Scrub/Shrub,20,Bare Land,Scrub/Shrub to Bare Land,0.427450980392000,0.427450980392000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,1220
,296,33.000000000000000,0,0,119,255,12,Scrub/Shrub,21,Water,Scrub/Shrub to Water,0.427450980392000,0.427450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000,1221
,297,0.000000000000000,0,0,242,255,12,Scrub/Shrub,22,Palustrine Aquatic Bed,Scrub/Shrub to Palustrine Aquatic Bed,0.427450980392000,0.427450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,1222
,298,0.000000000000000,102,117,219,255,12,Scrub/Shrub,23,Estuarine Aquatic Bed,Scrub/Shrub to Estuarine Aquatic Bed,0.427450980392000,0.427450980392000,0.000000000000000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000,1223
,299,0.000000000000000,249,209,0,255,12,Scrub/Shrub,24,Tundra,Scrub/Shrub to Tundra,0.427450980392000,0.427450980392000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000,1224
,300,0.000000000000000,170,249,239,255,12,Scrub/Shrub,25,Snow/Ice,Scrub/Shrub to Snow/Ice,0.427450980392000,0.427450980392000,0.000000000000000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000,1225
,301,0.000000000000000,0,0,0,255,13,Palustrine Forested Wetland,1,Unclassified,Palustrine Forested Wetland to Unclassified,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1301
,302,0.000000000000000,242,242,242,255,13,Palustrine Forested Wetland,2,High Intensity Developed,Palustrine Forested Wetland to High Intensity Developed,0.000000000000000,0.356862745098000,0.356862745098000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,1302
,303,0.000000000000000,168,153,168,255,13,Palustrine Forested Wetland,3,Medium Intensity Developed,Palustrine Forested Wetland to Medium Intensity Developed,0.000000000000000,0.356862745098000,0.356862745098000,0.658823529412000,0.600000000000000,0.658823529412000,0.658823529412000,0.600000000000000,0.658823529412000,1303
,304,0.000000000000000,142,117,124,255,13,Palustrine Forested Wetland,4,Low Intensity Developed,Palustrine Forested Wetland to Low Intensity Developed,0.000000000000000,0.356862745098000,0.356862745098000,0.556862745098000,0.458823529412000,0.486274509804000,0.556862745098000,0.458823529412000,0.486274509804000,1304
,305,0.000000000000000,193,204,56,255,13,Palustrine Forested Wetland,5,Developed Open Space,Palustrine Forested Wetland to Developed Open Space,0.000000000000000,0.356862745098000,0.356862745098000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000,1305
