"Iteration","Timestep","StratumIDSource","StateClassIDSource","StratumIDDest","StateClassIDDest","SecondaryStratumID","TertiaryStratumID","TransitionTypeID","Probability","Proportion","AgeMin","AgeMax","AgeRelative","AgeReset","TSTMin","TSTMax","TSTRelative"
"","","Mesic","Grassland:All","","Grassland:All","","","FIRE: Grassland Medium Severity",1,0.162,,,"","",,,
"","","Wet","Grassland:All","","Grassland:All","","","FIRE: Grassland Medium Severity",1,0.2767,,,"","",,,
"","","Dry","Shrubland:All","","Grassland:All","","","FIRE: Shrubland High Severity",1,0.0047,,,"","",,,
"","","Mesic","Shrubland:All","","Grassland:All","","","FIRE: Shrubland High Severity",1,0.0637,,,"","",,,
"","","Wet","Shrubland:All","","Grassland:All","","","FIRE: Shrubland High Severity",1,0.0348,,,"","",,,
"","","Dry","Shrubland:All","","Shrubland:All","","","FIRE: Shrubland Low Severity",1,0.8629,,,"","No",,,
"","","Mesic","Shrubland:All","","Shrubland:All","","","FIRE: Shrubland Low Severity",1,0.5454,,,"","No",,,
"","","Wet","Shrubland:All","","Shrubland:All","","","FIRE: Shrubland Low Severity",1,0.275,,,"","No",,,
"","","Dry","Shrubland:All","","Grassland:All","","","FIRE: Shrubland Medium Severity",1,0.1325,,,"","",,,
"","","Mesic","Shrubland:All","","Grassland:All","","","FIRE: Shrubland Medium Severity",1,0.391,,,"","",,,
"","","Wet","Shrubland:All","","Grassland:All","","","FIRE: Shrubland Medium Severity",1,0.6902,,,"","",,,
"","","Dry","Agriculture:All","","Agriculture:All","","","FIRE: Ag High Severity",1,0.015,,,"","",,,
"","","Mesic","Agriculture:All","","Agriculture:All","","","FIRE: Ag High Severity",1,0.0109,,,"","",,,
"","","Wet","Agriculture:All","","Agriculture:All","","","FIRE: Ag High Severity",1,0.0056,,,"","",,,
"","","Dry","Agriculture:All","","Agriculture:All","","","FIRE: Ag Low Severity",1,0.8801,,,"","",,,
"","","Mesic","Agriculture:All","","Agriculture:All","","","FIRE: Ag Low Severity",1,0.8271,,,"","",,,
"","","Wet","Agriculture:All","","Agriculture:All","","","FIRE: Ag Low Severity",1,0.7178,,,"","",,,
"","","Dry","Agriculture:All","","Agriculture:All","","","FIRE: Ag Medium Severity",1,0.1074,,,"","",,,
"","","Mesic","Agriculture:All","","Agriculture:All","","","FIRE: Ag Medium Severity",1,0.162,,,"","",,,
"","","Wet","Agriculture:All","","Agriculture:All","","","FIRE: Ag Medium Severity",1,0.2767,,,"","",,,
"","","Dry","Plantation:All","","Grassland:All","","","FIRE: Plantation High Severity",1,0.0087,,,"","",,,
"","","Mesic","Plantation:All","","Grassland:All","","","FIRE: Plantation High Severity",1,0.1207,,,"","",,,
"","","Wet","Plantation:All","","Grassland:All","","","FIRE: Plantation High Severity",1,0.0052,,,"","",,,
"","","Dry","Plantation:All","","Plantation:All","","","FIRE: Plantation Low Severity",1,0.9086,,,"","No",,,
"","","Mesic","Plantation:All","","Plantation:All","","","FIRE: Plantation Low Severity",1,0.5469,,,"","No",,,
"","","Wet","Plantation:All","","Plantation:All","","","FIRE: Plantation Low Severity",1,0.6496,,,"","No",,,
"","","Dry","Plantation:All","","Plantation:All","","","FIRE: Plantation Medium Severity",1,0.0826,,,"","No",,,
"","","Mesic","Plantation:All","","Plantation:All","","","FIRE: Plantation Medium Severity",1,0.3324,,,"","No",,,
"","","Wet","Plantation:All","","Plantation:All","","","FIRE: Plantation Medium Severity",1,0.3452,,,"","No",,,
"","","Dry","WoodyCrop:All","","Grassland:All","","","FIRE: WoodyCrop High Severity",1,0.0087,,,"","",,,
"","","Mesic","WoodyCrop:All","","Grassland:All","","","FIRE: WoodyCrop High Severity",1,0.1207,,,"","",,,
"","","Wet","WoodyCrop:All","","Grassland:All","","","FIRE: WoodyCrop High Severity",1,0.0052,,,"","",,,
"","","Dry","WoodyCrop:All","","WoodyCrop:All","","","FIRE: WoodyCrop Low Severity",1,0.9086,,,"","No",,,
"","","Mesic","WoodyCrop:All","","WoodyCrop:All","","","FIRE: WoodyCrop Low Severity",1,0.5469,,,"","No",,,
"","","Wet","WoodyCrop:All","","WoodyCrop:All","","","FIRE: WoodyCrop Low Severity",1,0.6496,,,"","No",,,
"","","Dry","WoodyCrop:All","","WoodyCrop:All","","","FIRE: WoodyCrop Medium Severity",1,0.0826,,,"","No",,,
"","","Mesic","WoodyCrop:All","","WoodyCrop:All","","","FIRE: WoodyCrop Medium Severity",1,0.3324,,,"","No",,,
"","","Wet","WoodyCrop:All","","WoodyCrop:All","","","FIRE: WoodyCrop Medium Severity",1,0.3452,,,"","No",,,
"","","Dry","Plantation:All","","Plantation:All","Hawai'i","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Dry","Plantation:All","","Plantation:All","Moloka'i","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Dry","Plantation:All","","Plantation:All","O'ahu","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Dry","Plantation:All","","Plantation:All","Kaua'i","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Mesic","Plantation:All","","Plantation:All","Hawai'i","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Mesic","Plantation:All","","Plantation:All","Moloka'i","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Mesic","Plantation:All","","Plantation:All","O'ahu","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Mesic","Plantation:All","","Plantation:All","Kaua'i","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Wet","Plantation:All","","Plantation:All","Hawai'i","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Wet","Plantation:All","","Plantation:All","Moloka'i","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Wet","Plantation:All","","Plantation:All","O'ahu","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Wet","Plantation:All","","Plantation:All","Kaua'i","","MANAGEMENT: Plantation Harvest",1,,5,,,,,,
"","","Dry","Plantation:All","","Agriculture:All","Hawai'i","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Dry","Plantation:All","","Agriculture:All","Moloka'i","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Dry","Plantation:All","","Agriculture:All","O'ahu","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Dry","Plantation:All","","Agriculture:All","Kaua'i","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Mesic","Plantation:All","","Agriculture:All","Hawai'i","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Mesic","Plantation:All","","Agriculture:All","Moloka'i","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Mesic","Plantation:All","","Agriculture:All","O'ahu","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Mesic","Plantation:All","","Agriculture:All","Kaua'i","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Wet","Plantation:All","","Agriculture:All","Hawai'i","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Wet","Plantation:All","","Agriculture:All","Moloka'i","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Wet","Plantation:All","","Agriculture:All","O'ahu","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Wet","Plantation:All","","Agriculture:All","Kaua'i","","MANAGEMENT: Plantation->Ag",1,,5,,,,,,
"","","Dry","Plantation:All","","Grassland:All","Hawai'i","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Dry","Plantation:All","","Grassland:All","Moloka'i","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Dry","Plantation:All","","Grassland:All","O'ahu","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Dry","Plantation:All","","Grassland:All","Kaua'i","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Mesic","Plantation:All","","Grassland:All","Hawai'i","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Mesic","Plantation:All","","Grassland:All","Moloka'i","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Mesic","Plantation:All","","Grassland:All","O'ahu","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Mesic","Plantation:All","","Grassland:All","Kaua'i","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Wet","Plantation:All","","Grassland:All","Hawai'i","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Wet","Plantation:All","","Grassland:All","Moloka'i","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Wet","Plantation:All","","Grassland:All","O'ahu","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Wet","Plantation:All","","Grassland:All","Kaua'i","","MANAGEMENT: Plantation->Grassland",1,,5,,,,,,
"","","Dry","Plantation:All","","WoodyCrop:All","Hawai'i","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Dry","Plantation:All","","WoodyCrop:All","Moloka'i","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Dry","Plantation:All","","WoodyCrop:All","O'ahu","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Dry","Plantation:All","","WoodyCrop:All","Kaua'i","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Mesic","Plantation:All","","WoodyCrop:All","Hawai'i","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Mesic","Plantation:All","","WoodyCrop:All","Moloka'i","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Mesic","Plantation:All","","WoodyCrop:All","O'ahu","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Mesic","Plantation:All","","WoodyCrop:All","Kaua'i","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Wet","Plantation:All","","WoodyCrop:All","Hawai'i","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Wet","Plantation:All","","WoodyCrop:All","Moloka'i","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Wet","Plantation:All","","WoodyCrop:All","O'ahu","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
"","","Wet","Plantation:All","","WoodyCrop:All","Kaua'i","","MANAGEMENT: Plantation->WoodyCrop",1,,5,,,,,,
