"StratumID","SecondaryStratumID","DistributionTypeID","ExternalVariableTypeID","year","Value"
"Dry","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0.00586319218241042
"Dry","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Dry","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Mesic","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Mesic","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Mesic","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Mesic","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Mesic","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Wet","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Wet","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Wet","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Wet","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Dry","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Dry","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Dry","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Dry","Moloka'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Dry","Moloka'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Mesic","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Mesic","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Mesic","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Mesic","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Wet","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Wet","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Wet","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Wet","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Dry","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2002,0.00332446808510638
"Dry","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0.00622222222222222
"Dry","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0.00933125972006221
"Dry","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Dry","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Dry","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Mesic","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Mesic","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0.00264550264550265
"Mesic","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0.00130208333333333
"Mesic","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Mesic","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Mesic","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Wet","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Wet","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Wet","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Wet","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Dry","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Dry","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Dry","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Dry","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Dry","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0
"Dry","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Mesic","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0.00676609676245908
"Mesic","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0.00451506468698446
"Mesic","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0.0169614984391259
"Mesic","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Mesic","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0
"Mesic","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Wet","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0.00514233241505969
"Wet","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0.000643915003219575
"Wet","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0.00333030578262186
"Wet","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Wet","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0
"Wet","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Dry","Kaho'olawe","Historical Rate: Fire Forest","Historical Year: Fire",2003,0.273218142548596
"Dry","Kaho'olawe","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0.215946843853821
"Dry","Kaho'olawe","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0.0459770114942529
"Dry","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Dry","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Dry","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Dry","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Dry","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0
"Dry","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Mesic","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0.000199720391451967
"Mesic","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0.0029868578255675
"Mesic","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0.000918273645546373
"Mesic","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Mesic","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0
"Mesic","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Wet","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Wet","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Wet","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Wet","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Wet","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0
"Dry","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Dry","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Dry","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Dry","Lana'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0
"Mesic","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Mesic","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Mesic","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Wet","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Wet","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Wet","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Dry","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2003,0.00276880479926165
"Dry","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0.0297265160523187
"Dry","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Dry","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0.000519615484541439
"Dry","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Mesic","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2003,0.000490196078431373
"Mesic","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0.0105663567202029
"Mesic","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Mesic","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0
"Mesic","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Wet","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Wet","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Wet","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Wet","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0
"Dry","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0.00145032632342277
"Dry","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0.0658227848101266
"Dry","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0.0482497634815516
"Dry","Moloka'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0.132231404958678
"Dry","Moloka'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Mesic","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Mesic","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Mesic","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Mesic","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Wet","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Wet","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Wet","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Wet","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Dry","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2003,0.0152925531914894
"Dry","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0.0346666666666667
"Dry","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0.0352514256091239
"Dry","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Dry","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0.00714749837556855
"Dry","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Mesic","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2003,0.00301488599962314
"Mesic","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0.161375661375661
"Mesic","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0.0455729166666667
"Mesic","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Mesic","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2003,0.0277777777777778
"Mesic","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2003,0
"Wet","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2003,0
"Wet","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2003,0
"Wet","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2003,0
"Wet","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2003,0
"Dry","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0.00238322211630124
"Dry","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0.0152219639101074
"Dry","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0.00261162594776748
"Dry","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Dry","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Dry","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Mesic","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Mesic","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Mesic","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Mesic","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Mesic","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Mesic","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Wet","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Wet","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Wet","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Wet","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Wet","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Wet","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Dry","Kaho'olawe","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Dry","Kaho'olawe","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Dry","Kaho'olawe","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Dry","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Dry","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0.00551470588235294
"Dry","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Dry","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Dry","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Dry","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Mesic","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Mesic","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Mesic","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Mesic","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Mesic","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Mesic","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Wet","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Wet","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Wet","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Wet","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Wet","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Dry","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Dry","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Dry","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Dry","Lana'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Mesic","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Mesic","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Mesic","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Wet","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Wet","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Wet","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Dry","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Dry","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0.00118906064209275
"Dry","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Dry","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0.0012990387113536
"Dry","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Mesic","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Mesic","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Mesic","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Mesic","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Mesic","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Wet","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Wet","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Wet","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Wet","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Dry","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Dry","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Dry","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Dry","Moloka'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Dry","Moloka'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Mesic","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Mesic","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Mesic","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Mesic","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Wet","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Wet","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Wet","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Wet","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Dry","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Dry","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Dry","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Dry","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Dry","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Dry","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Mesic","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Mesic","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Mesic","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Mesic","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Mesic","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2004,0
"Mesic","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2004,0
"Wet","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2004,0
"Wet","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2004,0
"Wet","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2004,0
"Wet","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2004,0
"Dry","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0.00428979980934223
"Dry","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0.117734971770176
"Dry","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0.00117944397641112
"Dry","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0.0202020202020202
"Dry","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0
"Dry","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Mesic","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Mesic","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Mesic","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0.000208116545265349
"Mesic","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0
"Mesic","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0.00405268490374873
"Mesic","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Wet","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Wet","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Wet","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Wet","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0
"Wet","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0
"Wet","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Dry","Kaho'olawe","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Dry","Kaho'olawe","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Dry","Kaho'olawe","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Dry","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Dry","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0.00367647058823529
"Dry","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Dry","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0
"Dry","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0.00705716302046577
"Dry","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Mesic","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0.000199720391451967
"Mesic","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Mesic","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Mesic","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0
"Mesic","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0.00133155792276964
"Mesic","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Wet","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Wet","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Wet","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Wet","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0
"Wet","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0
"Dry","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Dry","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Dry","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Dry","Lana'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0
"Mesic","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Mesic","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Mesic","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Wet","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Wet","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Wet","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Dry","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Dry","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Dry","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0.00260586319218241
"Dry","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0.00467653936087295
"Dry","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Mesic","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Mesic","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Mesic","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Mesic","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0
"Mesic","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Wet","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Wet","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Wet","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Wet","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0
"Dry","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Dry","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Dry","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Dry","Moloka'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0
"Dry","Moloka'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Mesic","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Mesic","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Mesic","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Mesic","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0
"Wet","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Wet","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Wet","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Wet","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0
"Dry","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2005,0.0365691489361702
"Dry","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0.106666666666667
"Dry","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0.0518403317781234
"Dry","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0
"Dry","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0.00389863547758285
"Dry","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Mesic","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Mesic","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Mesic","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0.00520833333333333
"Mesic","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0.00239234449760766
"Mesic","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2005,0
"Mesic","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2005,0
"Wet","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2005,0
"Wet","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2005,0
"Wet","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2005,0
"Wet","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2005,0
"Dry","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2006,0.000953288846520496
"Dry","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2006,0.00819218421343961
"Dry","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2006,0.0046335299073294
"Dry","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2006,0
"Dry","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2006,0
"Dry","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2006,0
"Mesic","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2006,0
