"StratumID","StateClassID","StateAttributeTypeID","AgeMin","AgeMax","Value"
"","Agriculture:All","Agriculture",,,1
"","Barren:All","Barren",,,1
"","Developed:All","Developed",,,1
"","Forest:All","Forest",,,1
"","Grassland:All","Grassland",,,1
"","Plantation:All","Plantation",,,1
"","Shrubland:All","Shrubland",,,1
"","WoodyCrop:All","WoodyCrop",,,1
"Dry","","Dry",,,1
"Dry","Agriculture:All","Initial Conditions: Living Biomass",1,1,0.045997
"Dry","Agriculture:All","Initial Conditions: Living Biomass",2,2,0.106439
"Dry","Agriculture:All","Initial Conditions: Living Biomass",3,3,0.122799
"Dry","Agriculture:All","Initial Conditions: Living Biomass",4,4,0.12906
"Dry","Agriculture:All","Initial Conditions: Living Biomass",5,5,0.135464
"Dry","Agriculture:All","Initial Conditions: Living Biomass",6,6,0.14128
"Dry","Agriculture:All","Initial Conditions: Living Biomass",7,7,0.145522
"Dry","Agriculture:All","Initial Conditions: Living Biomass",8,8,0.148532
"Dry","Agriculture:All","Initial Conditions: Living Biomass",9,9,0.150516
"Dry","Agriculture:All","Initial Conditions: Living Biomass",10,10,0.151878
"Dry","Agriculture:All","Initial Conditions: Living Biomass",11,11,0.15285
"Dry","Agriculture:All","Initial Conditions: Living Biomass",12,12,0.153588
"Dry","Agriculture:All","Initial Conditions: Living Biomass",13,13,0.15395
"Dry","Agriculture:All","Initial Conditions: Living Biomass",14,14,0.154298
"Dry","Agriculture:All","Initial Conditions: Living Biomass",15,15,0.154555
"Dry","Agriculture:All","Initial Conditions: Living Biomass",16,16,0.154607
"Dry","Agriculture:All","Initial Conditions: Living Biomass",17,17,0.154673
"Dry","Agriculture:All","Initial Conditions: Living Biomass",18,18,0.154784
"Dry","Agriculture:All","Initial Conditions: Living Biomass",19,19,0.154729
"Dry","Agriculture:All","Initial Conditions: Living Biomass",20,20,0.154877
"Dry","Agriculture:All","Initial Conditions: Living Biomass",21,21,0.154964
"Dry","Agriculture:All","Initial Conditions: Living Biomass",22,22,0.15486
"Dry","Agriculture:All","Initial Conditions: Living Biomass",23,23,0.154807
"Dry","Agriculture:All","Initial Conditions: Living Biomass",24,24,0.154838
"Dry","Agriculture:All","Initial Conditions: Living Biomass",25,25,0.1548
"Dry","Agriculture:All","Initial Conditions: Living Biomass",26,26,0.154891
"Dry","Agriculture:All","Initial Conditions: Living Biomass",27,27,0.154775
"Dry","Agriculture:All","Initial Conditions: Living Biomass",28,28,0.154799
"Dry","Agriculture:All","Initial Conditions: Living Biomass",29,29,0.154704
"Dry","Agriculture:All","Initial Conditions: Living Biomass",30,30,0.154643
"Dry","Agriculture:All","Initial Conditions: Living Biomass",31,31,0.154635
"Dry","Agriculture:All","Initial Conditions: Living Biomass",32,32,0.154556
"Dry","Agriculture:All","Initial Conditions: Living Biomass",33,33,0.154586
"Dry","Agriculture:All","Initial Conditions: Living Biomass",34,34,0.154523
"Dry","Agriculture:All","Initial Conditions: Living Biomass",35,35,0.1545
"Dry","Agriculture:All","Initial Conditions: Living Biomass",36,36,0.154713
"Dry","Agriculture:All","Initial Conditions: Living Biomass",37,37,0.154531
"Dry","Agriculture:All","Initial Conditions: Living Biomass",38,38,0.154534
"Dry","Agriculture:All","Initial Conditions: Living Biomass",39,39,0.154573
"Dry","Agriculture:All","Initial Conditions: Living Biomass",40,40,0.154585
"Dry","Agriculture:All","Initial Conditions: Living Biomass",41,41,0.154539
"Dry","Agriculture:All","Initial Conditions: Living Biomass",42,42,0.154574
"Dry","Agriculture:All","Initial Conditions: Living Biomass",43,43,0.154572
"Dry","Agriculture:All","Initial Conditions: Living Biomass",44,44,0.15461
"Dry","Agriculture:All","Initial Conditions: Living Biomass",45,45,0.154573
"Dry","Agriculture:All","Initial Conditions: Living Biomass",46,46,0.154624
"Dry","Agriculture:All","Initial Conditions: Living Biomass",47,47,0.154577
"Dry","Agriculture:All","Initial Conditions: Living Biomass",48,48,0.154532
"Dry","Agriculture:All","Initial Conditions: Living Biomass",49,49,0.154514
"Dry","Agriculture:All","Initial Conditions: Living Biomass",50,50,0.154538
"Dry","Agriculture:All","Initial Conditions: Living Biomass",51,51,0.154543
"Dry","Agriculture:All","Initial Conditions: Living Biomass",52,52,0.154474
"Dry","Agriculture:All","Initial Conditions: Living Biomass",53,53,0.154512
"Dry","Agriculture:All","Initial Conditions: Living Biomass",54,54,0.154639
"Dry","Agriculture:All","Initial Conditions: Living Biomass",55,55,0.154515
"Dry","Agriculture:All","Initial Conditions: Living Biomass",56,56,0.154574
"Dry","Agriculture:All","Initial Conditions: Living Biomass",57,57,0.154496
"Dry","Agriculture:All","Initial Conditions: Living Biomass",58,58,0.154571
"Dry","Agriculture:All","Initial Conditions: Living Biomass",59,59,0.154592
"Dry","Agriculture:All","Initial Conditions: Living Biomass",60,60,0.154557
"Dry","Agriculture:All","Initial Conditions: Living Biomass",61,61,0.154587
"Dry","Agriculture:All","Initial Conditions: Living Biomass",62,62,0.154593
"Dry","Agriculture:All","Initial Conditions: Living Biomass",63,63,0.154619
"Dry","Agriculture:All","Initial Conditions: Living Biomass",64,64,0.15458
"Dry","Agriculture:All","Initial Conditions: Living Biomass",65,65,0.154603
"Dry","Agriculture:All","Initial Conditions: Living Biomass",66,66,0.154536
"Dry","Agriculture:All","Initial Conditions: Living Biomass",67,67,0.154542
"Dry","Agriculture:All","Initial Conditions: Living Biomass",68,68,0.154538
"Dry","Agriculture:All","Initial Conditions: Living Biomass",69,69,0.154607
"Dry","Agriculture:All","Initial Conditions: Living Biomass",70,70,0.15457
"Dry","Agriculture:All","Initial Conditions: Living Biomass",71,71,0.154535
"Dry","Agriculture:All","Initial Conditions: Living Biomass",72,72,0.154998
"Dry","Agriculture:All","Initial Conditions: Living Biomass",73,73,0.155724
"Dry","Agriculture:All","Initial Conditions: Living Biomass",74,74,0.156492
"Dry","Agriculture:All","Initial Conditions: Living Biomass",75,75,0.157275
"Dry","Agriculture:All","Initial Conditions: Living Biomass",76,76,0.158121
"Dry","Agriculture:All","Initial Conditions: Living Biomass",77,77,0.158756
"Dry","Agriculture:All","Initial Conditions: Living Biomass",78,78,0.159751
"Dry","Agriculture:All","Initial Conditions: Living Biomass",79,79,0.160574
"Dry","Agriculture:All","Initial Conditions: Living Biomass",80,80,0.161377
"Dry","Agriculture:All","Initial Conditions: Living Biomass",81,81,0.162123
"Dry","Agriculture:All","Initial Conditions: Living Biomass",82,82,0.162894
"Dry","Agriculture:All","Initial Conditions: Living Biomass",83,83,0.163633
"Dry","Agriculture:All","Initial Conditions: Living Biomass",84,84,0.164351
"Dry","Agriculture:All","Initial Conditions: Living Biomass",85,85,0.165102
"Dry","Agriculture:All","Initial Conditions: Living Biomass",86,86,0.16587
"Dry","Agriculture:All","Initial Conditions: Living Biomass",87,87,0.166742
"Dry","Agriculture:All","Initial Conditions: Living Biomass",88,88,0.167396
"Dry","Agriculture:All","Initial Conditions: Living Biomass",89,89,0.168092
"Dry","Agriculture:All","Initial Conditions: Living Biomass",90,90,0.168782
"Dry","Agriculture:All","Initial Conditions: Living Biomass",91,91,0.169425
"Dry","Agriculture:All","Initial Conditions: Living Biomass",92,92,0.170157
"Dry","Agriculture:All","Initial Conditions: Living Biomass",93,93,0.170829
"Dry","Agriculture:All","Initial Conditions: Living Biomass",94,94,0.171431
"Dry","Agriculture:All","Initial Conditions: Living Biomass",95,95,0.171974
"Dry","Agriculture:All","Initial Conditions: Living Biomass",96,96,0.172617
"Dry","Agriculture:All","Initial Conditions: Living Biomass",97,97,0.17323
"Dry","Agriculture:All","Initial Conditions: Living Biomass",98,98,0.173737
"Dry","Agriculture:All","Initial Conditions: Living Biomass",99,99,0.174374
"Dry","Agriculture:All","Initial Conditions: Living Biomass",100,100,0.175126
"Dry","Agriculture:All","Initial Conditions: Living Biomass",101,101,0.175475
"Dry","Agriculture:All","Initial Conditions: Living Biomass",102,102,0.176069
"Dry","Agriculture:All","Initial Conditions: Living Biomass",103,103,0.176597
"Dry","Agriculture:All","Initial Conditions: Living Biomass",104,104,0.177101
"Dry","Agriculture:All","Initial Conditions: Living Biomass",105,105,0.177778
"Dry","Agriculture:All","Initial Conditions: Living Biomass",106,106,0.178025
"Dry","Agriculture:All","Initial Conditions: Living Biomass",107,107,0.178658
"Dry","Agriculture:All","Initial Conditions: Living Biomass",108,108,0.179192
"Dry","Agriculture:All","Initial Conditions: Living Biomass",109,109,0.179457
"Dry","Agriculture:All","Initial Conditions: Living Biomass",110,,0.17988
"Dry","Agriculture:All","Initial Conditions: Litter",1,1,0.026464
"Dry","Agriculture:All","Initial Conditions: Litter",2,2,0.014431
"Dry","Agriculture:All","Initial Conditions: Litter",3,3,0.021447
"Dry","Agriculture:All","Initial Conditions: Litter",4,4,0.024227
"Dry","Agriculture:All","Initial Conditions: Litter",5,5,0.023123
"Dry","Agriculture:All","Initial Conditions: Litter",6,6,0.022518
"Dry","Agriculture:All","Initial Conditions: Litter",7,7,0.022272
"Dry","Agriculture:All","Initial Conditions: Litter",8,8,0.02213
"Dry","Agriculture:All","Initial Conditions: Litter",9,9,0.02208
"Dry","Agriculture:All","Initial Conditions: Litter",10,10,0.02197
"Dry","Agriculture:All","Initial Conditions: Litter",11,11,0.021848
"Dry","Agriculture:All","Initial Conditions: Litter",12,12,0.022033
"Dry","Agriculture:All","Initial Conditions: Litter",13,13,0.022113
"Dry","Agriculture:All","Initial Conditions: Litter",14,14,0.022173
"Dry","Agriculture:All","Initial Conditions: Litter",15,15,0.022235
"Dry","Agriculture:All","Initial Conditions: Litter",16,16,0.022294
"Dry","Agriculture:All","Initial Conditions: Litter",17,17,0.0223
"Dry","Agriculture:All","Initial Conditions: Litter",18,18,0.022294
"Dry","Agriculture:All","Initial Conditions: Litter",19,19,0.022316
"Dry","Agriculture:All","Initial Conditions: Litter",20,20,0.022355
"Dry","Agriculture:All","Initial Conditions: Litter",21,21,0.022313
"Dry","Agriculture:All","Initial Conditions: Litter",22,22,0.022317
"Dry","Agriculture:All","Initial Conditions: Litter",23,23,0.022298
"Dry","Agriculture:All","Initial Conditions: Litter",24,24,0.022335
"Dry","Agriculture:All","Initial Conditions: Litter",25,25,0.022326
"Dry","Agriculture:All","Initial Conditions: Litter",26,26,0.022306
"Dry","Agriculture:All","Initial Conditions: Litter",27,27,0.022325
"Dry","Agriculture:All","Initial Conditions: Litter",28,28,0.022328
"Dry","Agriculture:All","Initial Conditions: Litter",29,29,0.022297
"Dry","Agriculture:All","Initial Conditions: Litter",30,30,0.022294
"Dry","Agriculture:All","Initial Conditions: Litter",31,31,0.022275
"Dry","Agriculture:All","Initial Conditions: Litter",32,32,0.02225
"Dry","Agriculture:All","Initial Conditions: Litter",33,33,0.022223
"Dry","Agriculture:All","Initial Conditions: Litter",34,34,0.022223
"Dry","Agriculture:All","Initial Conditions: Litter",35,35,0.022214
"Dry","Agriculture:All","Initial Conditions: Litter",36,36,0.022179
"Dry","Agriculture:All","Initial Conditions: Litter",37,37,0.022186
"Dry","Agriculture:All","Initial Conditions: Litter",38,38,0.022185
"Dry","Agriculture:All","Initial Conditions: Litter",39,39,0.022156
"Dry","Agriculture:All","Initial Conditions: Litter",40,40,0.022168
"Dry","Agriculture:All","Initial Conditions: Litter",41,41,0.022147
"Dry","Agriculture:All","Initial Conditions: Litter",42,42,0.02217
"Dry","Agriculture:All","Initial Conditions: Litter",43,43,0.022139
"Dry","Agriculture:All","Initial Conditions: Litter",44,44,0.022142
"Dry","Agriculture:All","Initial Conditions: Litter",45,45,0.022144
"Dry","Agriculture:All","Initial Conditions: Litter",46,46,0.022134
"Dry","Agriculture:All","Initial Conditions: Litter",47,47,0.022114
"Dry","Agriculture:All","Initial Conditions: Litter",48,48,0.022147
"Dry","Agriculture:All","Initial Conditions: Litter",49,49,0.022109
"Dry","Agriculture:All","Initial Conditions: Litter",50,50,0.022112
"Dry","Agriculture:All","Initial Conditions: Litter",51,51,0.022119
"Dry","Agriculture:All","Initial Conditions: Litter",52,52,0.022087
"Dry","Agriculture:All","Initial Conditions: Litter",53,53,0.022091
"Dry","Agriculture:All","Initial Conditions: Litter",54,54,0.022069
"Dry","Agriculture:All","Initial Conditions: Litter",55,55,0.022113
"Dry","Agriculture:All","Initial Conditions: Litter",56,56,0.022091
"Dry","Agriculture:All","Initial Conditions: Litter",57,57,0.022089
"Dry","Agriculture:All","Initial Conditions: Litter",58,58,0.022098
"Dry","Agriculture:All","Initial Conditions: Litter",59,59,0.022087
"Dry","Agriculture:All","Initial Conditions: Litter",60,60,0.022085
"Dry","Agriculture:All","Initial Conditions: Litter",61,61,0.022074
"Dry","Agriculture:All","Initial Conditions: Litter",62,62,0.022092
"Dry","Agriculture:All","Initial Conditions: Litter",63,63,0.022096
"Dry","Agriculture:All","Initial Conditions: Litter",64,64,0.022102
"Dry","Agriculture:All","Initial Conditions: Litter",65,65,0.022085
"Dry","Agriculture:All","Initial Conditions: Litter",66,66,0.022088
"Dry","Agriculture:All","Initial Conditions: Litter",67,67,0.022101
"Dry","Agriculture:All","Initial Conditions: Litter",68,68,0.02206
"Dry","Agriculture:All","Initial Conditions: Litter",69,69,0.022085
"Dry","Agriculture:All","Initial Conditions: Litter",70,70,0.022058
"Dry","Agriculture:All","Initial Conditions: Litter",71,71,0.022039
"Dry","Agriculture:All","Initial Conditions: Litter",72,72,0.022027
"Dry","Agriculture:All","Initial Conditions: Litter",73,73,0.02208
"Dry","Agriculture:All","Initial Conditions: Litter",74,74,0.022217
"Dry","Agriculture:All","Initial Conditions: Litter",75,75,0.022369
"Dry","Agriculture:All","Initial Conditions: Litter",76,76,0.022534
"Dry","Agriculture:All","Initial Conditions: Litter",77,77,0.022666
"Dry","Agriculture:All","Initial Conditions: Litter",78,78,0.022812
"Dry","Agriculture:All","Initial Conditions: Litter",79,79,0.022972
"Dry","Agriculture:All","Initial Conditions: Litter",80,80,0.023132
"Dry","Agriculture:All","Initial Conditions: Litter",81,81,0.02331
"Dry","Agriculture:All","Initial Conditions: Litter",82,82,0.023467
"Dry","Agriculture:All","Initial Conditions: Litter",83,83,0.023593
"Dry","Agriculture:All","Initial Conditions: Litter",84,84,0.023711
"Dry","Agriculture:All","Initial Conditions: Litter",85,85,0.023902
"Dry","Agriculture:All","Initial Conditions: Litter",86,86,0.024057
"Dry","Agriculture:All","Initial Conditions: Litter",87,87,0.024219
"Dry","Agriculture:All","Initial Conditions: Litter",88,88,0.024371
"Dry","Agriculture:All","Initial Conditions: Litter",89,89,0.024552
"Dry","Agriculture:All","Initial Conditions: Litter",90,90,0.024663
"Dry","Agriculture:All","Initial Conditions: Litter",91,91,0.024871
"Dry","Agriculture:All","Initial Conditions: Litter",92,92,0.025001
"Dry","Agriculture:All","Initial Conditions: Litter",93,93,0.025133
"Dry","Agriculture:All","Initial Conditions: Litter",94,94,0.025273
"Dry","Agriculture:All","Initial Conditions: Litter",95,95,0.025368
"Dry","Agriculture:All","Initial Conditions: Litter",96,96,0.025504
"Dry","Agriculture:All","Initial Conditions: Litter",97,97,0.025704
"Dry","Agriculture:All","Initial Conditions: Litter",98,98,0.025817
"Dry","Agriculture:All","Initial Conditions: Litter",99,99,0.025974
"Dry","Agriculture:All","Initial Conditions: Litter",100,100,0.02606
"Dry","Agriculture:All","Initial Conditions: Litter",101,101,0.026183
"Dry","Agriculture:All","Initial Conditions: Litter",102,102,0.026325
"Dry","Agriculture:All","Initial Conditions: Litter",103,103,0.026432
"Dry","Agriculture:All","Initial Conditions: Litter",104,104,0.026564
"Dry","Agriculture:All","Initial Conditions: Litter",105,105,0.026635
"Dry","Agriculture:All","Initial Conditions: Litter",106,106,0.0268
"Dry","Agriculture:All","Initial Conditions: Litter",107,107,0.026909
"Dry","Agriculture:All","Initial Conditions: Litter",108,108,0.026986
"Dry","Agriculture:All","Initial Conditions: Litter",109,109,0.027147
"Dry","Agriculture:All","Initial Conditions: Litter",110,,0.027265
"Dry","Agriculture:All","Initial Conditions: Soil",1,1,10.067684
"Dry","Agriculture:All","Initial Conditions: Soil",2,2,10.426821
"Dry","Agriculture:All","Initial Conditions: Soil",3,3,10.426854
"Dry","Agriculture:All","Initial Conditions: Soil",4,4,10.426991
"Dry","Agriculture:All","Initial Conditions: Soil",5,5,10.428465
"Dry","Agriculture:All","Initial Conditions: Soil",6,6,10.430125
"Dry","Agriculture:All","Initial Conditions: Soil",7,7,10.431407
"Dry","Agriculture:All","Initial Conditions: Soil",8,8,10.432449
"Dry","Agriculture:All","Initial Conditions: Soil",9,9,10.433443
"Dry","Agriculture:All","Initial Conditions: Soil",10,10,10.43439
"Dry","Agriculture:All","Initial Conditions: Soil",11,11,10.410582
"Dry","Agriculture:All","Initial Conditions: Soil",12,12,10.388926
"Dry","Agriculture:All","Initial Conditions: Soil",13,13,10.369064
"Dry","Agriculture:All","Initial Conditions: Soil",14,14,10.350487
"Dry","Agriculture:All","Initial Conditions: Soil",15,15,10.33311
"Dry","Agriculture:All","Initial Conditions: Soil",16,16,10.316671
"Dry","Agriculture:All","Initial Conditions: Soil",17,17,10.301114
"Dry","Agriculture:All","Initial Conditions: Soil",18,18,10.286277
"Dry","Agriculture:All","Initial Conditions: Soil",19,19,10.272295
"Dry","Agriculture:All","Initial Conditions: Soil",20,20,10.25901
"Dry","Agriculture:All","Initial Conditions: Soil",21,21,10.24634
"Dry","Agriculture:All","Initial Conditions: Soil",22,22,10.234295
"Dry","Agriculture:All","Initial Conditions: Soil",23,23,10.222836
"Dry","Agriculture:All","Initial Conditions: Soil",24,24,10.211861
"Dry","Agriculture:All","Initial Conditions: Soil",25,25,10.201447
"Dry","Agriculture:All","Initial Conditions: Soil",26,26,10.191543
"Dry","Agriculture:All","Initial Conditions: Soil",27,27,10.182062
"Dry","Agriculture:All","Initial Conditions: Soil",28,28,10.17303
"Dry","Agriculture:All","Initial Conditions: Soil",29,29,10.164422
"Dry","Agriculture:All","Initial Conditions: Soil",30,30,10.15615
"Dry","Agriculture:All","Initial Conditions: Soil",31,31,10.148209
"Dry","Agriculture:All","Initial Conditions: Soil",32,32,10.140603
"Dry","Agriculture:All","Initial Conditions: Soil",33,33,10.133276
"Dry","Agriculture:All","Initial Conditions: Soil",34,34,10.126277
"Dry","Agriculture:All","Initial Conditions: Soil",35,35,10.119559
"Dry","Agriculture:All","Initial Conditions: Soil",36,36,10.113212
"Dry","Agriculture:All","Initial Conditions: Soil",37,37,10.107109
"Dry","Agriculture:All","Initial Conditions: Soil",38,38,10.101236
"Dry","Agriculture:All","Initial Conditions: Soil",39,39,10.095533
"Dry","Agriculture:All","Initial Conditions: Soil",40,40,10.090129
"Dry","Agriculture:All","Initial Conditions: Soil",41,41,10.084941
"Dry","Agriculture:All","Initial Conditions: Soil",42,42,10.079962
"Dry","Agriculture:All","Initial Conditions: Soil",43,43,10.075161
"Dry","Agriculture:All","Initial Conditions: Soil",44,44,10.070492
"Dry","Agriculture:All","Initial Conditions: Soil",45,45,10.066063
"Dry","Agriculture:All","Initial Conditions: Soil",46,46,10.061746
"Dry","Agriculture:All","Initial Conditions: Soil",47,47,10.057588
"Dry","Agriculture:All","Initial Conditions: Soil",48,48,10.053584
"Dry","Agriculture:All","Initial Conditions: Soil",49,49,10.049672
"Dry","Agriculture:All","Initial Conditions: Soil",50,50,10.0459
"Dry","Agriculture:All","Initial Conditions: Soil",51,51,10.04223
"Dry","Agriculture:All","Initial Conditions: Soil",52,52,10.038659
"Dry","Agriculture:All","Initial Conditions: Soil",53,53,10.035203
"Dry","Agriculture:All","Initial Conditions: Soil",54,54,10.03185
"Dry","Agriculture:All","Initial Conditions: Soil",55,55,10.028614
"Dry","Agriculture:All","Initial Conditions: Soil",56,56,10.025491
"Dry","Agriculture:All","Initial Conditions: Soil",57,57,10.022436
"Dry","Agriculture:All","Initial Conditions: Soil",58,58,10.019392
"Dry","Agriculture:All","Initial Conditions: Soil",59,59,10.016503
"Dry","Agriculture:All","Initial Conditions: Soil",60,60,10.013679
"Dry","Agriculture:All","Initial Conditions: Soil",61,61,10.010877
"Dry","Agriculture:All","Initial Conditions: Soil",62,62,10.008186
"Dry","Agriculture:All","Initial Conditions: Soil",63,63,10.005557
"Dry","Agriculture:All","Initial Conditions: Soil",64,64,10.002998
"Dry","Agriculture:All","Initial Conditions: Soil",65,65,10.000477
"Dry","Agriculture:All","Initial Conditions: Soil",66,66,9.998028
"Dry","Agriculture:All","Initial Conditions: Soil",67,67,9.995599
"Dry","Agriculture:All","Initial Conditions: Soil",68,68,9.993163
"Dry","Agriculture:All","Initial Conditions: Soil",69,69,9.990807
"Dry","Agriculture:All","Initial Conditions: Soil",70,70,9.988518
"Dry","Agriculture:All","Initial Conditions: Soil",71,71,9.986246
"Dry","Agriculture:All","Initial Conditions: Soil",72,72,9.984015
"Dry","Agriculture:All","Initial Conditions: Soil",73,73,9.982038
"Dry","Agriculture:All","Initial Conditions: Soil",74,74,9.980451
"Dry","Agriculture:All","Initial Conditions: Soil",75,75,9.979228
"Dry","Agriculture:All","Initial Conditions: Soil",76,76,9.978354
"Dry","Agriculture:All","Initial Conditions: Soil",77,77,9.977766
"Dry","Agriculture:All","Initial Conditions: Soil",78,78,9.977457
"Dry","Agriculture:All","Initial Conditions: Soil",79,79,9.977427
"Dry","Agriculture:All","Initial Conditions: Soil",80,80,9.97762
"Dry","Agriculture:All","Initial Conditions: Soil",81,81,9.978045
"Dry","Agriculture:All","Initial Conditions: Soil",82,82,9.978683
"Dry","Agriculture:All","Initial Conditions: Soil",83,83,9.979438
"Dry","Agriculture:All","Initial Conditions: Soil",84,84,9.980433
"Dry","Agriculture:All","Initial Conditions: Soil",85,85,9.981576
"Dry","Agriculture:All","Initial Conditions: Soil",86,86,9.982928
"Dry","Agriculture:All","Initial Conditions: Soil",87,87,9.98443
"Dry","Agriculture:All","Initial Conditions: Soil",88,88,9.986145
"Dry","Agriculture:All","Initial Conditions: Soil",89,89,9.987992
"Dry","Agriculture:All","Initial Conditions: Soil",90,90,9.989979
"Dry","Agriculture:All","Initial Conditions: Soil",91,91,9.992091
"Dry","Agriculture:All","Initial Conditions: Soil",92,92,9.994307
"Dry","Agriculture:All","Initial Conditions: Soil",93,93,9.996586
"Dry","Agriculture:All","Initial Conditions: Soil",94,94,9.998998
"Dry","Agriculture:All","Initial Conditions: Soil",95,95,10.001463
"Dry","Agriculture:All","Initial Conditions: Soil",96,96,10.003935
"Dry","Agriculture:All","Initial Conditions: Soil",97,97,10.006544
"Dry","Agriculture:All","Initial Conditions: Soil",98,98,10.009229
"Dry","Agriculture:All","Initial Conditions: Soil",99,99,10.011924
"Dry","Agriculture:All","Initial Conditions: Soil",100,100,10.014721
"Dry","Agriculture:All","Initial Conditions: Soil",101,101,10.017518
"Dry","Agriculture:All","Initial Conditions: Soil",102,102,10.020364
"Dry","Agriculture:All","Initial Conditions: Soil",103,103,10.023222
"Dry","Agriculture:All","Initial Conditions: Soil",104,104,10.026171
"Dry","Agriculture:All","Initial Conditions: Soil",105,105,10.029039
"Dry","Agriculture:All","Initial Conditions: Soil",106,106,10.031919
"Dry","Agriculture:All","Initial Conditions: Soil",107,107,10.034671
"Dry","Agriculture:All","Initial Conditions: Soil",108,108,10.037228
"Dry","Agriculture:All","Initial Conditions: Soil",109,109,10.039554
"Dry","Agriculture:All","Initial Conditions: Soil",110,,10.041637
"Dry","Agriculture:All","NPP",1,1,0.109942
"Dry","Agriculture:All","NPP",2,2,0.29156
"Dry","Agriculture:All","NPP",3,3,0.271926
"Dry","Agriculture:All","NPP",4,4,0.272286
"Dry","Agriculture:All","NPP",5,5,0.285689
"Dry","Agriculture:All","NPP",6,6,0.296986
"Dry","Agriculture:All","NPP",7,7,0.304364
"Dry","Agriculture:All","NPP",8,8,0.309652
"Dry","Agriculture:All","NPP",9,9,0.312837
"Dry","Agriculture:All","NPP",10,10,0.315096
"Dry","Agriculture:All","NPP",11,11,0.316919
"Dry","Agriculture:All","NPP",12,12,0.318327
"Dry","Agriculture:All","NPP",13,13,0.318928
"Dry","Agriculture:All","NPP",14,14,0.319657
"Dry","Agriculture:All","NPP",15,15,0.320278
"Dry","Agriculture:All","NPP",16,16,0.320158
"Dry","Agriculture:All","NPP",17,17,0.320503
"Dry","Agriculture:All","NPP",18,18,0.320682
"Dry","Agriculture:All","NPP",19,19,0.320559
"Dry","Agriculture:All","NPP",20,20,0.321021
"Dry","Agriculture:All","NPP",21,21,0.321124
"Dry","Agriculture:All","NPP",22,22,0.320998
"Dry","Agriculture:All","NPP",23,23,0.32096
"Dry","Agriculture:All","NPP",24,24,0.321149
"Dry","Agriculture:All","NPP",25,25,0.320988
"Dry","Agriculture:All","NPP",26,26,0.321538
"Dry","Agriculture:All","NPP",27,27,0.321147
"Dry","Agriculture:All","NPP",28,28,0.321526
"Dry","Agriculture:All","NPP",29,29,0.321144
"Dry","Agriculture:All","NPP",30,30,0.321149
"Dry","Agriculture:All","NPP",31,31,0.320987
"Dry","Agriculture:All","NPP",32,32,0.320818
"Dry","Agriculture:All","NPP",33,33,0.32095
"Dry","Agriculture:All","NPP",34,34,0.321027
"Dry","Agriculture:All","NPP",35,35,0.320762
"Dry","Agriculture:All","NPP",36,36,0.321437
"Dry","Agriculture:All","NPP",37,37,0.320745
"Dry","Agriculture:All","NPP",38,38,0.320846
"Dry","Agriculture:All","NPP",39,39,0.321105
"Dry","Agriculture:All","NPP",40,40,0.320974
"Dry","Agriculture:All","NPP",41,41,0.32103
"Dry","Agriculture:All","NPP",42,42,0.321103
"Dry","Agriculture:All","NPP",43,43,0.321091
"Dry","Agriculture:All","NPP",44,44,0.321321
"Dry","Agriculture:All","NPP",45,45,0.321083
"Dry","Agriculture:All","NPP",46,46,0.321178
"Dry","Agriculture:All","NPP",47,47,0.321237
"Dry","Agriculture:All","NPP",48,48,0.320988
"Dry","Agriculture:All","NPP",49,49,0.32096
"Dry","Agriculture:All","NPP",50,50,0.320975
"Dry","Agriculture:All","NPP",51,51,0.32104
"Dry","Agriculture:All","NPP",52,52,0.321027
"Dry","Agriculture:All","NPP",53,53,0.321146
"Dry","Agriculture:All","NPP",54,54,0.321398
"Dry","Agriculture:All","NPP",55,55,0.320822
"Dry","Agriculture:All","NPP",56,56,0.321188
"Dry","Agriculture:All","NPP",57,57,0.321081
"Dry","Agriculture:All","NPP",58,58,0.321132
"Dry","Agriculture:All","NPP",59,59,0.321189
"Dry","Agriculture:All","NPP",60,60,0.321126
"Dry","Agriculture:All","NPP",61,61,0.321212
"Dry","Agriculture:All","NPP",62,62,0.321069
"Dry","Agriculture:All","NPP",63,63,0.321225
"Dry","Agriculture:All","NPP",64,64,0.321172
"Dry","Agriculture:All","NPP",65,65,0.321189
"Dry","Agriculture:All","NPP",66,66,0.321101
"Dry","Agriculture:All","NPP",67,67,0.321161
"Dry","Agriculture:All","NPP",68,68,0.32113
"Dry","Agriculture:All","NPP",69,69,0.321284
"Dry","Agriculture:All","NPP",70,70,0.321239
"Dry","Agriculture:All","NPP",71,71,0.321143
"Dry","Agriculture:All","NPP",72,72,0.323552
"Dry","Agriculture:All","NPP",73,73,0.326581
"Dry","Agriculture:All","NPP",74,74,0.329376
"Dry","Agriculture:All","NPP",75,75,0.332217
"Dry","Agriculture:All","NPP",76,76,0.335059
"Dry","Agriculture:All","NPP",77,77,0.337415
"Dry","Agriculture:All","NPP",78,78,0.340977
"Dry","Agriculture:All","NPP",79,79,0.343893
"Dry","Agriculture:All","NPP",80,80,0.346848
"Dry","Agriculture:All","NPP",81,81,0.349717
"Dry","Agriculture:All","NPP",82,82,0.352574
"Dry","Agriculture:All","NPP",83,83,0.355563
"Dry","Agriculture:All","NPP",84,84,0.35816
"Dry","Agriculture:All","NPP",85,85,0.361277
"Dry","Agriculture:All","NPP",86,86,0.364231
