"FromStratumID","FromStateClassID","Age","Flux","Value"
"Dry","Agriculture:All",20,"rawlitc",0.134109
"Dry","Agriculture:All",21,"rawlitc",0.134202
"Dry","Agriculture:All",22,"rawlitc",0.134218
"Dry","Agriculture:All",23,"rawlitc",0.134178
"Dry","Agriculture:All",24,"rawlitc",0.13421
"Dry","Agriculture:All",25,"rawlitc",0.134194
"Dry","Agriculture:All",26,"rawlitc",0.134312
"Dry","Agriculture:All",27,"rawlitc",0.134266
"Dry","Agriculture:All",28,"rawlitc",0.134314
"Dry","Agriculture:All",29,"rawlitc",0.134242
"Dry","Agriculture:All",30,"rawlitc",0.134212
"Dry","Agriculture:All",31,"rawlitc",0.134157
"Dry","Agriculture:All",32,"rawlitc",0.134121
"Dry","Agriculture:All",33,"rawlitc",0.134125
"Dry","Agriculture:All",34,"rawlitc",0.134159
"Dry","Agriculture:All",35,"rawlitc",0.134078
"Dry","Agriculture:All",36,"rawlitc",0.134226
"Dry","Agriculture:All",37,"rawlitc",0.134156
"Dry","Agriculture:All",38,"rawlitc",0.134111
"Dry","Agriculture:All",39,"rawlitc",0.134174
"Dry","Agriculture:All",40,"rawlitc",0.134163
"Dry","Agriculture:All",41,"rawlitc",0.134183
"Dry","Agriculture:All",42,"rawlitc",0.134185
"Dry","Agriculture:All",43,"rawlitc",0.134197
"Dry","Agriculture:All",44,"rawlitc",0.134251
"Dry","Agriculture:All",45,"rawlitc",0.134214
"Dry","Agriculture:All",46,"rawlitc",0.134223
"Dry","Agriculture:All",47,"rawlitc",0.134258
"Dry","Agriculture:All",48,"rawlitc",0.134185
"Dry","Agriculture:All",49,"rawlitc",0.134163
"Dry","Agriculture:All",50,"rawlitc",0.13416
"Dry","Agriculture:All",51,"rawlitc",0.134186
"Dry","Agriculture:All",52,"rawlitc",0.134186
"Dry","Agriculture:All",53,"rawlitc",0.134187
"Dry","Agriculture:All",54,"rawlitc",0.134261
"Dry","Agriculture:All",55,"rawlitc",0.134181
"Dry","Agriculture:All",56,"rawlitc",0.134216
"Dry","Agriculture:All",57,"rawlitc",0.134216
"Dry","Agriculture:All",58,"rawlitc",0.134198
"Dry","Agriculture:All",59,"rawlitc",0.134241
"Dry","Agriculture:All",60,"rawlitc",0.134235
"Dry","Agriculture:All",61,"rawlitc",0.134242
"Dry","Agriculture:All",62,"rawlitc",0.134222
"Dry","Agriculture:All",63,"rawlitc",0.13426
"Dry","Agriculture:All",64,"rawlitc",0.134259
"Dry","Agriculture:All",65,"rawlitc",0.134248
"Dry","Agriculture:All",66,"rawlitc",0.134237
"Dry","Agriculture:All",67,"rawlitc",0.134225
"Dry","Agriculture:All",68,"rawlitc",0.134221
"Dry","Agriculture:All",69,"rawlitc",0.134255
"Dry","Agriculture:All",70,"rawlitc",0.134272
"Dry","Agriculture:All",71,"rawlitc",0.134236
"Dry","Agriculture:All",72,"rawlitc",0.13477
"Dry","Agriculture:All",73,"rawlitc",0.135639
"Dry","Agriculture:All",74,"rawlitc",0.136558
"Dry","Agriculture:All",75,"rawlitc",0.137504
"Dry","Agriculture:All",76,"rawlitc",0.138456
"Dry","Agriculture:All",77,"rawlitc",0.139322
"Dry","Agriculture:All",78,"rawlitc",0.140379
"Dry","Agriculture:All",79,"rawlitc",0.141431
"Dry","Agriculture:All",80,"rawlitc",0.142423
"Dry","Agriculture:All",81,"rawlitc",0.143389
"Dry","Agriculture:All",82,"rawlitc",0.14433
"Dry","Agriculture:All",83,"rawlitc",0.145311
"Dry","Agriculture:All",84,"rawlitc",0.146189
"Dry","Agriculture:All",85,"rawlitc",0.147178
"Dry","Agriculture:All",86,"rawlitc",0.148143
"Dry","Agriculture:All",87,"rawlitc",0.149132
"Dry","Agriculture:All",88,"rawlitc",0.150139
"Dry","Agriculture:All",89,"rawlitc",0.15101
"Dry","Agriculture:All",90,"rawlitc",0.15198
"Dry","Agriculture:All",91,"rawlitc",0.15288
"Dry","Agriculture:All",92,"rawlitc",0.153794
"Dry","Agriculture:All",93,"rawlitc",0.154786
"Dry","Agriculture:All",94,"rawlitc",0.155648
"Dry","Agriculture:All",95,"rawlitc",0.156454
"Dry","Agriculture:All",96,"rawlitc",0.157381
"Dry","Agriculture:All",97,"rawlitc",0.158302
"Dry","Agriculture:All",98,"rawlitc",0.159135
"Dry","Agriculture:All",99,"rawlitc",0.160007
"Dry","Agriculture:All",100,"rawlitc",0.160944
"Dry","Agriculture:All",101,"rawlitc",0.161744
"Dry","Agriculture:All",102,"rawlitc",0.162623
"Dry","Agriculture:All",103,"rawlitc",0.163507
"Dry","Agriculture:All",104,"rawlitc",0.164282
"Dry","Agriculture:All",105,"rawlitc",0.165248
"Dry","Agriculture:All",106,"rawlitc",0.165989
"Dry","Agriculture:All",107,"rawlitc",0.166799
"Dry","Agriculture:All",108,"rawlitc",0.167668
"Dry","Agriculture:All",109,"rawlitc",0.168397
"Dry","Agriculture:All",110,"rawlitc",0.169198
"Dry","Agriculture:All",20,"lit2co2",0.067039
"Dry","Agriculture:All",21,"lit2co2",0.067126
"Dry","Agriculture:All",22,"lit2co2",0.067151
"Dry","Agriculture:All",23,"lit2co2",0.067171
"Dry","Agriculture:All",24,"lit2co2",0.067124
"Dry","Agriculture:All",25,"lit2co2",0.067163
"Dry","Agriculture:All",26,"lit2co2",0.06716
"Dry","Agriculture:All",27,"lit2co2",0.067201
"Dry","Agriculture:All",28,"lit2co2",0.067186
"Dry","Agriculture:All",29,"lit2co2",0.067226
"Dry","Agriculture:All",30,"lit2co2",0.067177
"Dry","Agriculture:All",31,"lit2co2",0.06717
"Dry","Agriculture:All",32,"lit2co2",0.067145
"Dry","Agriculture:All",33,"lit2co2",0.067127
"Dry","Agriculture:All",34,"lit2co2",0.067115
"Dry","Agriculture:All",35,"lit2co2",0.067136
"Dry","Agriculture:All",36,"lit2co2",0.067108
"Dry","Agriculture:All",37,"lit2co2",0.067162
"Dry","Agriculture:All",38,"lit2co2",0.067129
"Dry","Agriculture:All",39,"lit2co2",0.06712
"Dry","Agriculture:All",40,"lit2co2",0.067131
"Dry","Agriculture:All",41,"lit2co2",0.067141
"Dry","Agriculture:All",42,"lit2co2",0.067128
"Dry","Agriculture:All",43,"lit2co2",0.067155
"Dry","Agriculture:All",44,"lit2co2",0.067143
"Dry","Agriculture:All",45,"lit2co2",0.067171
"Dry","Agriculture:All",46,"lit2co2",0.067157
"Dry","Agriculture:All",47,"lit2co2",0.067165
"Dry","Agriculture:All",48,"lit2co2",0.067156
"Dry","Agriculture:All",49,"lit2co2",0.067153
"Dry","Agriculture:All",50,"lit2co2",0.067122
"Dry","Agriculture:All",51,"lit2co2",0.067117
"Dry","Agriculture:All",52,"lit2co2",0.067148
"Dry","Agriculture:All",53,"lit2co2",0.067131
"Dry","Agriculture:All",54,"lit2co2",0.067142
"Dry","Agriculture:All",55,"lit2co2",0.067147
"Dry","Agriculture:All",56,"lit2co2",0.067138
"Dry","Agriculture:All",57,"lit2co2",0.067146
"Dry","Agriculture:All",58,"lit2co2",0.067139
"Dry","Agriculture:All",59,"lit2co2",0.067141
"Dry","Agriculture:All",60,"lit2co2",0.067156
"Dry","Agriculture:All",61,"lit2co2",0.067158
"Dry","Agriculture:All",62,"lit2co2",0.067147
"Dry","Agriculture:All",63,"lit2co2",0.067142
"Dry","Agriculture:All",64,"lit2co2",0.067161
"Dry","Agriculture:All",65,"lit2co2",0.067171
"Dry","Agriculture:All",66,"lit2co2",0.067155
"Dry","Agriculture:All",67,"lit2co2",0.067144
"Dry","Agriculture:All",68,"lit2co2",0.067164
"Dry","Agriculture:All",69,"lit2co2",0.067131
"Dry","Agriculture:All",70,"lit2co2",0.067172
"Dry","Agriculture:All",71,"lit2co2",0.067175
"Dry","Agriculture:All",72,"lit2co2",0.067154
"Dry","Agriculture:All",73,"lit2co2",0.067391
"Dry","Agriculture:All",74,"lit2co2",0.067785
"Dry","Agriculture:All",75,"lit2co2",0.068239
"Dry","Agriculture:All",76,"lit2co2",0.068707
"Dry","Agriculture:All",77,"lit2co2",0.0692
"Dry","Agriculture:All",78,"lit2co2",0.069627
"Dry","Agriculture:All",79,"lit2co2",0.070149
"Dry","Agriculture:All",80,"lit2co2",0.070678
"Dry","Agriculture:All",81,"lit2co2",0.071166
"Dry","Agriculture:All",82,"lit2co2",0.07166
"Dry","Agriculture:All",83,"lit2co2",0.072146
"Dry","Agriculture:All",84,"lit2co2",0.072643
"Dry","Agriculture:All",85,"lit2co2",0.073046
"Dry","Agriculture:All",86,"lit2co2",0.07356
"Dry","Agriculture:All",87,"lit2co2",0.07404
"Dry","Agriculture:All",88,"lit2co2",0.074541
"Dry","Agriculture:All",89,"lit2co2",0.075031
"Dry","Agriculture:All",90,"lit2co2",0.075502
"Dry","Agriculture:All",91,"lit2co2",0.07594
"Dry","Agriculture:All",92,"lit2co2",0.076429
"Dry","Agriculture:All",93,"lit2co2",0.076885
"Dry","Agriculture:All",94,"lit2co2",0.07738
"Dry","Agriculture:All",95,"lit2co2",0.077835
"Dry","Agriculture:All",96,"lit2co2",0.078218
"Dry","Agriculture:All",97,"lit2co2",0.078652
"Dry","Agriculture:All",98,"lit2co2",0.079156
"Dry","Agriculture:All",99,"lit2co2",0.079551
"Dry","Agriculture:All",100,"lit2co2",0.080023
"Dry","Agriculture:All",101,"lit2co2",0.080475
"Dry","Agriculture:All",102,"lit2co2",0.080867
"Dry","Agriculture:All",103,"lit2co2",0.081323
"Dry","Agriculture:All",104,"lit2co2",0.081755
"Dry","Agriculture:All",105,"lit2co2",0.082174
"Dry","Agriculture:All",106,"lit2co2",0.082612
"Dry","Agriculture:All",107,"lit2co2",0.08301
"Dry","Agriculture:All",108,"lit2co2",0.083431
"Dry","Agriculture:All",109,"lit2co2",0.083827
"Dry","Agriculture:All",110,"lit2co2",0.084213
"Dry","Agriculture:All",20,"lit2soc",0.067005
"Dry","Agriculture:All",21,"lit2soc",0.067096
"Dry","Agriculture:All",22,"lit2soc",0.06712
"Dry","Agriculture:All",23,"lit2soc",0.06714
"Dry","Agriculture:All",24,"lit2soc",0.067094
"Dry","Agriculture:All",25,"lit2soc",0.067134
"Dry","Agriculture:All",26,"lit2soc",0.067132
"Dry","Agriculture:All",27,"lit2soc",0.067172
"Dry","Agriculture:All",28,"lit2soc",0.067156
"Dry","Agriculture:All",29,"lit2soc",0.067198
"Dry","Agriculture:All",30,"lit2soc",0.06715
"Dry","Agriculture:All",31,"lit2soc",0.067142
"Dry","Agriculture:All",32,"lit2soc",0.067119
"Dry","Agriculture:All",33,"lit2soc",0.0671
"Dry","Agriculture:All",34,"lit2soc",0.067088
"Dry","Agriculture:All",35,"lit2soc",0.06711
"Dry","Agriculture:All",36,"lit2soc",0.067081
"Dry","Agriculture:All",37,"lit2soc",0.067132
"Dry","Agriculture:All",38,"lit2soc",0.0671
"Dry","Agriculture:All",39,"lit2soc",0.067092
"Dry","Agriculture:All",40,"lit2soc",0.0671
"Dry","Agriculture:All",41,"lit2soc",0.067111
"Dry","Agriculture:All",42,"lit2soc",0.067097
"Dry","Agriculture:All",43,"lit2soc",0.067124
"Dry","Agriculture:All",44,"lit2soc",0.067113
"Dry","Agriculture:All",45,"lit2soc",0.067137
"Dry","Agriculture:All",46,"lit2soc",0.067124
"Dry","Agriculture:All",47,"lit2soc",0.067132
"Dry","Agriculture:All",48,"lit2soc",0.067121
"Dry","Agriculture:All",49,"lit2soc",0.06712
"Dry","Agriculture:All",50,"lit2soc",0.067087
"Dry","Agriculture:All",51,"lit2soc",0.067082
"Dry","Agriculture:All",52,"lit2soc",0.067114
"Dry","Agriculture:All",53,"lit2soc",0.067094
"Dry","Agriculture:All",54,"lit2soc",0.067108
"Dry","Agriculture:All",55,"lit2soc",0.067109
"Dry","Agriculture:All",56,"lit2soc",0.067101
"Dry","Agriculture:All",57,"lit2soc",0.067108
"Dry","Agriculture:All",58,"lit2soc",0.067101
"Dry","Agriculture:All",59,"lit2soc",0.067102
"Dry","Agriculture:All",60,"lit2soc",0.067118
"Dry","Agriculture:All",61,"lit2soc",0.067119
"Dry","Agriculture:All",62,"lit2soc",0.067106
"Dry","Agriculture:All",63,"lit2soc",0.067103
"Dry","Agriculture:All",64,"lit2soc",0.067121
"Dry","Agriculture:All",65,"lit2soc",0.06713
"Dry","Agriculture:All",66,"lit2soc",0.067115
"Dry","Agriculture:All",67,"lit2soc",0.067104
"Dry","Agriculture:All",68,"lit2soc",0.067125
"Dry","Agriculture:All",69,"lit2soc",0.067089
"Dry","Agriculture:All",70,"lit2soc",0.067131
"Dry","Agriculture:All",71,"lit2soc",0.067137
"Dry","Agriculture:All",72,"lit2soc",0.067115
"Dry","Agriculture:All",73,"lit2soc",0.067346
"Dry","Agriculture:All",74,"lit2soc",0.067736
"Dry","Agriculture:All",75,"lit2soc",0.068187
"Dry","Agriculture:All",76,"lit2soc",0.068651
"Dry","Agriculture:All",77,"lit2soc",0.069142
"Dry","Agriculture:All",78,"lit2soc",0.069567
"Dry","Agriculture:All",79,"lit2soc",0.070087
"Dry","Agriculture:All",80,"lit2soc",0.070611
"Dry","Agriculture:All",81,"lit2soc",0.071096
"Dry","Agriculture:All",82,"lit2soc",0.071589
"Dry","Agriculture:All",83,"lit2soc",0.072075
"Dry","Agriculture:All",84,"lit2soc",0.072566
"Dry","Agriculture:All",85,"lit2soc",0.072968
"Dry","Agriculture:All",86,"lit2soc",0.073479
"Dry","Agriculture:All",87,"lit2soc",0.073957
"Dry","Agriculture:All",88,"lit2soc",0.074455
"Dry","Agriculture:All",89,"lit2soc",0.074942
"Dry","Agriculture:All",90,"lit2soc",0.075413
"Dry","Agriculture:All",91,"lit2soc",0.075846
"Dry","Agriculture:All",92,"lit2soc",0.076336
"Dry","Agriculture:All",93,"lit2soc",0.076791
"Dry","Agriculture:All",94,"lit2soc",0.077282
"Dry","Agriculture:All",95,"lit2soc",0.077734
"Dry","Agriculture:All",96,"lit2soc",0.078114
"Dry","Agriculture:All",97,"lit2soc",0.078543
"Dry","Agriculture:All",98,"lit2soc",0.079048
"Dry","Agriculture:All",99,"lit2soc",0.079441
"Dry","Agriculture:All",100,"lit2soc",0.079911
"Dry","Agriculture:All",101,"lit2soc",0.080359
"Dry","Agriculture:All",102,"lit2soc",0.080749
"Dry","Agriculture:All",103,"lit2soc",0.081206
"Dry","Agriculture:All",104,"lit2soc",0.081634
"Dry","Agriculture:All",105,"lit2soc",0.082052
"Dry","Agriculture:All",106,"lit2soc",0.082484
"Dry","Agriculture:All",107,"lit2soc",0.082884
"Dry","Agriculture:All",108,"lit2soc",0.083304
"Dry","Agriculture:All",109,"lit2soc",0.083693
"Dry","Agriculture:All",110,"lit2soc",0.08408
"Dry","Agriculture:All",20,"soc2co2",0.080258
"Dry","Agriculture:All",21,"soc2co2",0.079761
"Dry","Agriculture:All",22,"soc2co2",0.079149
"Dry","Agriculture:All",23,"soc2co2",0.07857
"Dry","Agriculture:All",24,"soc2co2",0.07806
"Dry","Agriculture:All",25,"soc2co2",0.077526
"Dry","Agriculture:All",26,"soc2co2",0.077031
"Dry","Agriculture:All",27,"soc2co2",0.076625
"Dry","Agriculture:All",28,"soc2co2",0.076165
"Dry","Agriculture:All",29,"soc2co2",0.075789
"Dry","Agriculture:All",30,"soc2co2",0.075399
"Dry","Agriculture:All",31,"soc2co2",0.075082
"Dry","Agriculture:All",32,"soc2co2",0.074703
"Dry","Agriculture:All",33,"soc2co2",0.07441
"Dry","Agriculture:All",34,"soc2co2",0.074067
"Dry","Agriculture:All",35,"soc2co2",0.073806
"Dry","Agriculture:All",36,"soc2co2",0.073421
"Dry","Agriculture:All",37,"soc2co2",0.073205
"Dry","Agriculture:All",38,"soc2co2",0.072967
"Dry","Agriculture:All",39,"soc2co2",0.072774
"Dry","Agriculture:All",40,"soc2co2",0.072477
"Dry","Agriculture:All",41,"soc2co2",0.072289
"Dry","Agriculture:All",42,"soc2co2",0.072051
"Dry","Agriculture:All",43,"soc2co2",0.071912
"Dry","Agriculture:All",44,"soc2co2",0.071758
"Dry","Agriculture:All",45,"soc2co2",0.071549
"Dry","Agriculture:All",46,"soc2co2",0.071433
"Dry","Agriculture:All",47,"soc2co2",0.071263
"Dry","Agriculture:All",48,"soc2co2",0.071106
"Dry","Agriculture:All",49,"soc2co2",0.071024
"Dry","Agriculture:All",50,"soc2co2",0.070837
"Dry","Agriculture:All",51,"soc2co2",0.070734
"Dry","Agriculture:All",52,"soc2co2",0.07067
"Dry","Agriculture:All",53,"soc2co2",0.070536
"Dry","Agriculture:All",54,"soc2co2",0.070446
"Dry","Agriculture:All",55,"soc2co2",0.070331
"Dry","Agriculture:All",56,"soc2co2",0.070197
"Dry","Agriculture:All",57,"soc2co2",0.070144
"Dry","Agriculture:All",58,"soc2co2",0.07011
"Dry","Agriculture:All",59,"soc2co2",0.069991
"Dry","Agriculture:All",60,"soc2co2",0.069927
"Dry","Agriculture:All",61,"soc2co2",0.069897
"Dry","Agriculture:All",62,"soc2co2",0.069777
"Dry","Agriculture:All",63,"soc2co2",0.069711
"Dry","Agriculture:All",64,"soc2co2",0.06967
"Dry","Agriculture:All",65,"soc2co2",0.069642
"Dry","Agriculture:All",66,"soc2co2",0.069545
"Dry","Agriculture:All",67,"soc2co2",0.069513
"Dry","Agriculture:All",68,"soc2co2",0.069533
"Dry","Agriculture:All",69,"soc2co2",0.069442
"Dry","Agriculture:All",70,"soc2co2",0.069391
"Dry","Agriculture:All",71,"soc2co2",0.069386
"Dry","Agriculture:All",72,"soc2co2",0.069321
"Dry","Agriculture:All",73,"soc2co2",0.069322
"Dry","Agriculture:All",74,"soc2co2",0.069297
"Dry","Agriculture:All",75,"soc2co2",0.069396
"Dry","Agriculture:All",76,"soc2co2",0.069515
"Dry","Agriculture:All",77,"soc2co2",0.069707
"Dry","Agriculture:All",78,"soc2co2",0.069862
"Dry","Agriculture:All",79,"soc2co2",0.070095
"Dry","Agriculture:All",80,"soc2co2",0.070404
"Dry","Agriculture:All",81,"soc2co2",0.070661
"Dry","Agriculture:All",82,"soc2co2",0.070927
"Dry","Agriculture:All",83,"soc2co2",0.071295
"Dry","Agriculture:All",84,"soc2co2",0.071564
"Dry","Agriculture:All",85,"soc2co2",0.071805
"Dry","Agriculture:All",86,"soc2co2",0.072118
"Dry","Agriculture:All",87,"soc2co2",0.072435
"Dry","Agriculture:All",88,"soc2co2",0.072723
"Dry","Agriculture:All",89,"soc2co2",0.073097
"Dry","Agriculture:All",90,"soc2co2",0.073388
"Dry","Agriculture:All",91,"soc2co2",0.073725
"Dry","Agriculture:All",92,"soc2co2",0.074107
"Dry","Agriculture:All",93,"soc2co2",0.074483
"Dry","Agriculture:All",94,"soc2co2",0.074865
"Dry","Agriculture:All",95,"soc2co2",0.075241
"Dry","Agriculture:All",96,"soc2co2",0.075637
"Dry","Agriculture:All",97,"soc2co2",0.075903
"Dry","Agriculture:All",98,"soc2co2",0.076367
"Dry","Agriculture:All",99,"soc2co2",0.076726
"Dry","Agriculture:All",100,"soc2co2",0.077099
"Dry","Agriculture:All",101,"soc2co2",0.077539
"Dry","Agriculture:All",102,"soc2co2",0.077899
"Dry","Agriculture:All",103,"soc2co2",0.078324
"Dry","Agriculture:All",104,"soc2co2",0.078678
"Dry","Agriculture:All",105,"soc2co2",0.079163
"Dry","Agriculture:All",106,"soc2co2",0.079587
"Dry","Agriculture:All",107,"soc2co2",0.080107
"Dry","Agriculture:All",108,"soc2co2",0.08075
"Dry","Agriculture:All",109,"soc2co2",0.081347
"Dry","Agriculture:All",110,"soc2co2",0.081982
"Dry","Agriculture:All",20,"yrleach",1.9e-05
"Dry","Agriculture:All",21,"yrleach",1.8e-05
"Dry","Agriculture:All",22,"yrleach",1.7e-05
"Dry","Agriculture:All",23,"yrleach",1.8e-05
"Dry","Agriculture:All",24,"yrleach",1.7e-05
"Dry","Agriculture:All",25,"yrleach",1.8e-05
"Dry","Agriculture:All",26,"yrleach",1.7e-05
"Dry","Agriculture:All",27,"yrleach",1.8e-05
"Dry","Agriculture:All",28,"yrleach",1.7e-05
"Dry","Agriculture:All",29,"yrleach",1.7e-05
"Dry","Agriculture:All",30,"yrleach",1.7e-05
"Dry","Agriculture:All",31,"yrleach",1.7e-05
"Dry","Agriculture:All",32,"yrleach",1.7e-05
"Dry","Agriculture:All",33,"yrleach",1.7e-05
"Dry","Agriculture:All",34,"yrleach",1.7e-05
"Dry","Agriculture:All",35,"yrleach",1.7e-05
"Dry","Agriculture:All",36,"yrleach",1.8e-05
"Dry","Agriculture:All",37,"yrleach",1.8e-05
"Dry","Agriculture:All",38,"yrleach",1.6e-05
"Dry","Agriculture:All",39,"yrleach",1.7e-05
"Dry","Agriculture:All",40,"yrleach",1.8e-05
"Dry","Agriculture:All",41,"yrleach",1.7e-05
"Dry","Agriculture:All",42,"yrleach",1.8e-05
"Dry","Agriculture:All",43,"yrleach",1.6e-05
"Dry","Agriculture:All",44,"yrleach",1.6e-05
"Dry","Agriculture:All",45,"yrleach",1.6e-05
"Dry","Agriculture:All",46,"yrleach",1.6e-05
"Dry","Agriculture:All",47,"yrleach",1.7e-05
"Dry","Agriculture:All",48,"yrleach",1.6e-05
"Dry","Agriculture:All",49,"yrleach",1.6e-05
"Dry","Agriculture:All",50,"yrleach",1.8e-05
"Dry","Agriculture:All",51,"yrleach",1.7e-05
"Dry","Agriculture:All",52,"yrleach",1.6e-05
"Dry","Agriculture:All",53,"yrleach",1.6e-05
"Dry","Agriculture:All",54,"yrleach",1.6e-05
"Dry","Agriculture:All",55,"yrleach",1.7e-05
"Dry","Agriculture:All",56,"yrleach",1.7e-05
"Dry","Agriculture:All",57,"yrleach",1.7e-05
"Dry","Agriculture:All",58,"yrleach",1.8e-05
"Dry","Agriculture:All",59,"yrleach",1.7e-05
"Dry","Agriculture:All",60,"yrleach",1.7e-05
"Dry","Agriculture:All",61,"yrleach",1.7e-05
"Dry","Agriculture:All",62,"yrleach",1.6e-05
"Dry","Agriculture:All",63,"yrleach",1.7e-05
"Dry","Agriculture:All",64,"yrleach",1.7e-05
"Dry","Agriculture:All",65,"yrleach",1.6e-05
"Dry","Agriculture:All",66,"yrleach",1.6e-05
"Dry","Agriculture:All",67,"yrleach",1.6e-05
"Dry","Agriculture:All",68,"yrleach",1.8e-05
"Dry","Agriculture:All",69,"yrleach",1.7e-05
"Dry","Agriculture:All",70,"yrleach",1.8e-05
"Dry","Agriculture:All",71,"yrleach",1.6e-05
"Dry","Agriculture:All",72,"yrleach",1.5e-05
"Dry","Agriculture:All",73,"yrleach",1.7e-05
"Dry","Agriculture:All",74,"yrleach",1.7e-05
"Dry","Agriculture:All",75,"yrleach",1.7e-05
"Dry","Agriculture:All",76,"yrleach",1.6e-05
"Dry","Agriculture:All",77,"yrleach",1.6e-05
"Dry","Agriculture:All",78,"yrleach",1.6e-05
"Dry","Agriculture:All",79,"yrleach",1.6e-05
"Dry","Agriculture:All",80,"yrleach",1.5e-05
"Dry","Agriculture:All",81,"yrleach",1.6e-05
"Dry","Agriculture:All",82,"yrleach",1.7e-05
"Dry","Agriculture:All",83,"yrleach",1.5e-05
"Dry","Agriculture:All",84,"yrleach",1.6e-05
"Dry","Agriculture:All",85,"yrleach",1.5e-05
"Dry","Agriculture:All",86,"yrleach",1.5e-05
"Dry","Agriculture:All",87,"yrleach",1.5e-05
"Dry","Agriculture:All",88,"yrleach",1.7e-05
"Dry","Agriculture:All",89,"yrleach",1.5e-05
"Dry","Agriculture:All",90,"yrleach",1.5e-05
"Dry","Agriculture:All",91,"yrleach",1.4e-05
"Dry","Agriculture:All",92,"yrleach",1.5e-05
"Dry","Agriculture:All",93,"yrleach",1.6e-05
"Dry","Agriculture:All",94,"yrleach",1.6e-05
"Dry","Agriculture:All",95,"yrleach",1.5e-05
"Dry","Agriculture:All",96,"yrleach",1.4e-05
"Dry","Agriculture:All",97,"yrleach",1.5e-05
"Dry","Agriculture:All",98,"yrleach",1.5e-05
"Dry","Agriculture:All",99,"yrleach",1.2e-05
"Dry","Agriculture:All",100,"yrleach",1.6e-05
"Dry","Agriculture:All",101,"yrleach",1.5e-05
"Dry","Agriculture:All",102,"yrleach",1.5e-05
"Dry","Agriculture:All",103,"yrleach",1.4e-05
"Dry","Agriculture:All",104,"yrleach",1.6e-05
"Dry","Agriculture:All",105,"yrleach",1.4e-05
"Dry","Agriculture:All",106,"yrleach",1.4e-05
"Dry","Agriculture:All",107,"yrleach",1.4e-05
"Dry","Agriculture:All",108,"yrleach",1.4e-05
"Dry","Agriculture:All",109,"yrleach",1.4e-05
"Dry","Agriculture:All",110,"yrleach",1.5e-05
"Dry","Agriculture:All",20,"cgrain",0.105561
"Dry","Agriculture:All",21,"cgrain",0.105577
"Dry","Agriculture:All",22,"cgrain",0.105619
"Dry","Agriculture:All",23,"cgrain",0.105595
"Dry","Agriculture:All",24,"cgrain",0.105651
"Dry","Agriculture:All",25,"cgrain",0.105586
"Dry","Agriculture:All",26,"cgrain",0.105817
"Dry","Agriculture:All",27,"cgrain",0.105709
"Dry","Agriculture:All",28,"cgrain",0.105872
"Dry","Agriculture:All",29,"cgrain",0.105725
"Dry","Agriculture:All",30,"cgrain",0.105746
"Dry","Agriculture:All",31,"cgrain",0.105621
"Dry","Agriculture:All",32,"cgrain",0.105583
"Dry","Agriculture:All",33,"cgrain",0.105599
"Dry","Agriculture:All",34,"cgrain",0.105716
"Dry","Agriculture:All",35,"cgrain",0.105542
"Dry","Agriculture:All",36,"cgrain",0.105741
"Dry","Agriculture:All",37,"cgrain",0.105559
"Dry","Agriculture:All",38,"cgrain",0.105548
"Dry","Agriculture:All",39,"cgrain",0.105669
"Dry","Agriculture:All",40,"cgrain",0.105584
"Dry","Agriculture:All",41,"cgrain",0.105666
"Dry","Agriculture:All",42,"cgrain",0.105657
"Dry","Agriculture:All",43,"cgrain",0.10566
"Dry","Agriculture:All",44,"cgrain",0.105763
"Dry","Agriculture:All",45,"cgrain",0.105662
"Dry","Agriculture:All",46,"cgrain",0.105655
"Dry","Agriculture:All",47,"cgrain",0.105754
"Dry","Agriculture:All",48,"cgrain",0.105622
"Dry","Agriculture:All",49,"cgrain",0.105605
"Dry","Agriculture:All",50,"cgrain",0.10558
"Dry","Agriculture:All",51,"cgrain",0.105623
"Dry","Agriculture:All",52,"cgrain",0.105684
"Dry","Agriculture:All",53,"cgrain",0.105694
"Dry","Agriculture:All",54,"cgrain",0.105739
"Dry","Agriculture:All",55,"cgrain",0.105545
"Dry","Agriculture:All",56,"cgrain",0.105668
"Dry","Agriculture:All",57,"cgrain",0.105699
"Dry","Agriculture:All",58,"cgrain",0.105627
"Dry","Agriculture:All",59,"cgrain",0.105669
"Dry","Agriculture:All",60,"cgrain",0.10567
"Dry","Agriculture:All",61,"cgrain",0.105682
"Dry","Agriculture:All",62,"cgrain",0.105595
"Dry","Agriculture:All",63,"cgrain",0.105669
"Dry","Agriculture:All",64,"cgrain",0.105684
"Dry","Agriculture:All",65,"cgrain",0.105656
"Dry","Agriculture:All",66,"cgrain",0.105675
"Dry","Agriculture:All",67,"cgrain",0.105682
"Dry","Agriculture:All",68,"cgrain",0.105667
"Dry","Agriculture:All",69,"cgrain",0.105694
"Dry","Agriculture:All",70,"cgrain",0.105727
"Dry","Agriculture:All",71,"cgrain",0.105688
"Dry","Agriculture:All",72,"cgrain",0.106734
"Dry","Agriculture:All",73,"cgrain",0.10809
"Dry","Agriculture:All",74,"cgrain",0.109354
"Dry","Agriculture:All",75,"cgrain",0.110648
"Dry","Agriculture:All",76,"cgrain",0.111885
"Dry","Agriculture:All",77,"cgrain",0.113049
"Dry","Agriculture:All",78,"cgrain",0.114537
"Dry","Agriculture:All",79,"cgrain",0.115921
"Dry","Agriculture:All",80,"cgrain",0.117287
